,Srn,Charge_Id,Charge_Holder_Name,Date_Of_Creation,Date_Of_Modification,Date_Of_Satisfaction,Amount,Cin,Company_Name,Runtime,Address,Charge_Holder_Clean_Name
322,Y10511715,90383769,UNION BANK OF INDIA,1988-08-04,,1999-09-30,5500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,DEVKARAN MANSION S.G. MARG      Goa  India,UNION BANK OF INDIA
323,Y10511716,90383770,ALLAHABAD BANK,1988-08-06,,1999-09-30,3060000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,K.G. ROAD       Karnataka  India,ALLAHABAD BANK
324,Y10511719,90383773,INDIAN BANK,1988-09-20,,1999-09-30,276000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,MALAD WEST       Maharashtra  India,INDIAN BANK
325,Y10511720,90383774,INDIAN BANK,1988-09-28,1991-12-28,1999-09-30,275000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,MALAD WEST       Maharashtra  India,INDIAN BANK
326,Y10511722,90383776,UNITED COMMERCIAL BANK,1988-11-16,,1999-09-30,90000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,BELGAUM       Karnataka  India,UNITED COMMERCIAL BANK
327,Y10511731,90383785,ALLAHABAD BANK,1989-09-20,,1999-09-30,1512000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,K.G. ROAD       Karnataka  India,ALLAHABAD BANK
328,Y10511732,90383786,STATE BANK OF MYSORE,1989-10-05,1994-10-18,1999-09-30,1100000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,J.C. ROAD       Karnataka  India,STATE BANK OF MYSORE
329,Y10511733,90383787,THE STATE INDUSTRIAL & INVESTMENT CORPORATION OF MAHARASTRA,1989-10-11,,1999-09-30,5200000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,NIRMAL NARIMAN POINT      Maharashtra  India,STATE INDUSTRIAL AND INVESTMENT CORPORATION OF MAHARASTRA
330,Y10511734,90383788,BANK OF INDIA,1989-12-09,,1999-09-30,65000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,KNOGOLI BRANCH       Madhya Pradesh  India,BANK OF INDIA
331,Y10511736,90383790,INDIAN BANK,1990-03-13,1996-02-08,1999-09-30,5000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,M.G. ROAD       Karnataka  India,INDIAN BANK
332,Y10511737,90383791,BANK OF INDIA,1990-03-29,,1999-09-30,75000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,BALLARD ESTATE BRANCH       Maharashtra  India,BANK OF INDIA
333,Y10511739,90383793,VIJAYA BANK,1990-05-05,,1999-09-30,15000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,MAYO MALL BRANCH       Karnataka  India,VIJAYA BANK
334,Y10511742,90383796,BANK OF MAHARASHTRA,1991-05-03,,1999-09-30,1475000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,VILE PARLE BRANCH       Maharashtra  India,BANK OF MAHARASHTRA
335,Y10511743,90383797,VIJAYA BANK,1991-06-28,,1999-09-30,3000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,MAYO MALL BRANCH       Karnataka  India,VIJAYA BANK
336,Y10511748,90383802,STATE BANK OF INDIA,1991-07-13,1994-12-09,1999-09-30,2600000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,KUMARA PARK       Karnataka  India,STATE BANK OF INDIA
337,Y10511754,90383808,KARNATAKA STATE FINANCIAL CORPORATION,1992-01-08,,1999-09-30,4075000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,BANGALORE       Karnataka  India,KARNATAKA STATE FINANCIAL CORPORATION
338,Y10511755,90383809,INDIAN BANK,1992-04-10,,1999-09-30,1985000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,MALAD WEST       Maharashtra  India,INDIAN BANK
339,Y10511757,90383811,ANDHRA BANK,1992-06-29,,1999-09-30,2500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,HOSPAT BRANCH       Karnataka  India,ANDHRA BANK
340,Y10511759,90383813,STATE BANK OF MYSORE,1992-10-09,,1999-09-30,2000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,HMT INDUSTRIAL ESTATE BRANCH       Karnataka  India,STATE BANK OF MYSORE
341,Y10511762,90383816,INDIAN BANK,1993-04-10,1996-07-02,1999-09-30,1985000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,MALAD WEST       Maharashtra  India,INDIAN BANK
342,Y10511763,90383817,CENTRAL BANK OF INDIA,1993-05-03,,1999-09-30,920000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,MULUND WEST       Maharashtra  India,CENTRAL BANK OF INDIA
343,Y10511764,90383818,CENTRAL BANK OF INDIA,1993-05-10,,1999-09-30,300000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,MULUND WEST       Maharashtra  India,CENTRAL BANK OF INDIA
344,Y10511765,90383819,STATE BANK OF MYSORE,1993-06-14,,1999-09-30,300000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,J.C. ROAD       Karnataka  India,STATE BANK OF MYSORE
345,Y10511766,90383820,BANK OF MAHARASHTRA,1993-06-25,1995-05-31,1999-09-30,1000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,VILE PARLE BRANCH       Maharashtra  India,BANK OF MAHARASHTRA
346,Y10511768,90383822,STATE BANK OF MYSORE,1993-08-06,,1999-09-30,1300000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,HMT INDUSTRIAL ESTATE BRANCH       Karnataka  India,STATE BANK OF MYSORE
347,Y10511769,90383823,BANK OF MAHARASHTRA,1993-09-17,,1999-09-30,1500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,VILE PARLE BRANCH       Maharashtra  India,BANK OF MAHARASHTRA
348,Y10511773,90383827,STATE BANK OF INDIA,1993-12-27,1995-07-27,1999-09-30,3500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,WILSON GARDEN BRANCH       Karnataka  India,STATE BANK OF INDIA
349,Y10511775,90383829,KARNATAKA STATE FINANCIAL CORPORATION,1994-02-22,1994-05-19,1999-09-30,1825000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,M.G. ROAD       Karnataka  India,KARNATAKA STATE FINANCIAL CORPORATION
350,Y10511778,90383832,BANK OF MAHARASHTRA,1994-04-22,,1999-09-30,454800,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,VILE PARLE BRANCH       Maharashtra  India,BANK OF MAHARASHTRA
351,Y10511781,90383835,KARNATAKA BANK LTD.,1994-09-22,1997-03-14,1999-09-30,24500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,294 HARON HOUSE       Maharashtra  India,KARNATAKA BANK
352,Y10511784,90383838,STATE BANK OF MYSORE,1994-10-18,,1999-09-30,300000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,J.C. ROAD       Karnataka  India,STATE BANK OF MYSORE
353,Y10511785,90383839,INDIAN OVERSEAS BANK,1994-10-27,,1999-09-30,1500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,FORT       Maharashtra  India,INDIAN OVERSEAS BANK
354,Y10511786,90383840,BANK OF MAHARASHTRA,1994-10-30,,1999-09-30,325000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,VILE PARLE BRANCH       Maharashtra  India,BANK OF MAHARASHTRA
355,Y10511787,90383841,BANK OF MAHARASHTRA,1994-11-11,1997-07-03,1999-09-30,37200000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,VILE PARLE BRANCH       Maharashtra  India,BANK OF MAHARASHTRA
356,Y10511788,90383842,STATE BANK OF MAHARASHTRA,1994-11-22,,1999-09-30,1725000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,VILE PARLE BRANCH       Maharashtra  India,STATE BANK OF MAHARASHTRA
357,Y10511789,90383843,CANARA BANK,1994-12-08,1987-05-06,1999-09-30,250000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,BANGALORE       Karnataka  India,CANARA BANK
358,Y10511791,90383845,THE SARASWAT CO- OP. BANK LTD.,1994-12-19,1995-03-16,1999-09-30,150000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,A.K. NAYAK MARG       Maharashtra  India,SARASWAT CO OP BANK
359,Y10511796,90383850,BANK OF MAHARASHTRA,1995-05-31,,1999-09-30,5900000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,VILE PARLE BRANCH       Maharashtra  India,BANK OF MAHARASHTRA
360,Y10511797,90383851,STATE BANK OF INDIA,1995-07-27,1997-01-29,1999-09-30,9500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,WILSON GARDEN BRANCH       Karnataka  India,STATE BANK OF INDIA
361,Y10511801,90383855,STATE BANK OF MYSORE,1996-05-08,,1999-09-30,5000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,HMT INDUSTRIAL ESTATE BRANCH       Karnataka  India,STATE BANK OF MYSORE
362,Y10511802,90383856,KARNATAKA BANK LTD.,1996-06-27,,1999-09-30,10000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,294 HARON HOUSE       Maharashtra  India,KARNATAKA BANK
363,Y10511805,90383859,STATE BANK OF MYSORE,1996-08-05,,1999-09-30,1500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,HMT INDUSTRIAL ESTATE BRANCH       Karnataka  India,STATE BANK OF MYSORE
364,Y10511806,90383860,SYNDICATE BANK,1996-08-28,1998-07-24,1999-09-30,1250000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,WORLI BRANCH       Maharashtra  India,SYNDICATE BANK
365,Y10511809,90383863,BANK OF MAHARASHTRA,1997-02-25,,1999-09-30,4000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,NASHIK       Maharashtra  India,BANK OF MAHARASHTRA
366,Y10511814,90383868,STATE BANK OF INDIA,1997-09-25,,1999-09-30,2700000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,RAMDASPETII BRANCH       Maharashtra  India,STATE BANK OF INDIA
367,Y10511816,90383870,INDIAN OVERSEAS BANK,1997-10-19,,1999-09-30,1400000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,FORT       Maharashtra  India,INDIAN OVERSEAS BANK
368,Y10511821,90383875,INDUSIND BANK LTD.,1998-07-02,,1999-09-30,10000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,AVANASHI       Tamil Nadu  India,INDUSIND BANK
369,Y10511829,90383883,KARNATAKA STATE INDUSTRIAL INVESTMENT & DEVELOPMENT CORPORAT,1999-09-16,,2005-09-30,3000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,BANGALORE       Karnataka  India,KARNATAKA STATE INDUSTRIAL INVESTMENT AND DEVELOPMENT CORPORAT
370,Y10511846,90383900,HDFC BANK LTD.,2004-01-31,,2005-09-30,480000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,SANDOZ HOUSE       Maharashtra  India,HDFC BANK
371,Y10517506,90389436,PUNJAB NATIONAL BANK,1980-11-01,,1999-09-30,4000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,FORESHORE ROAD       Maharashtra  India,PUNJAB NATIONAL BANK
372,Y10517507,90389437,MERCANTILE BANK LTD.,1981-04-22,,1999-09-30,3000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,52/60 M.G. ROAD       Maharashtra  India,MERCANTILE BANK
373,Y10517508,90389438,AMERICAN EXPRESS INTERNATIONAL BANKING CORPORATION LTD.,1981-06-12,,1999-09-30,2500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,DR. D.N. ROAD       Maharashtra  India,AMERICAN EXPRESS INTERNATIONAL BANKING CORPORATION
