,Srn,Charge_Id,Charge_Holder_Name,Date_Of_Creation,Date_Of_Modification,Date_Of_Satisfaction,Amount,Cin,Company_Name,Runtime,Address,Charge_Holder_Clean_Name
101,Y10517610,90389540,ORIENTAL BANK OF COMMERCE,1990-03-03,,1999-09-30,2136778,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,M.G. ROAD       Maharashtra  India,ORIENTAL BANK OF COMMERCE
102,Y10517611,90389541,INDUSTRIAL DEVELOPMENT BANK OF INDIA,1990-03-26,1990-10-29,1999-09-30,75000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,CUFFE PARADE       Maharashtra  India,INDUSTRIAL DEVELOPMENT BANK OF INDIA
103,Y10517613,90389543,UNIT TRUST BANK OF INDIA,1990-06-26,1990-08-20,1999-09-30,20000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,13 SIR V.B. MARG NEW MARINE LINES      Maharashtra  India,UNIT TRUST BANK OF INDIA
104,Y10517615,90389545,ICICI BANK LTD.,1990-09-03,,1999-09-30,50000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,163 BACKBAY RECLAMATION       Maharashtra  India,ICICI BANK
105,Y10517618,90389548,UNIT TRUST BANK OF INDIA,1990-11-26,1991-03-05,1999-09-30,25000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,NEW MARINE LINES       Maharashtra  India,UNIT TRUST BANK OF INDIA
106,Y10517621,90389551,INDUSTRIAL FINANCE CORPORATION OF INDIA LTD.,1991-01-24,,1999-09-30,4992000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,16 SANSAD MARG       Delhi  India,INDUSTRIAL FINANCE CORPORATION OF INDIA
107,Y10517622,90389552,INDUSTRIAL FINANCE CORPORATION OF INDIA LTD.,1991-02-11,,1999-09-30,5600000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,16 SANSAD MARG       Delhi  India,INDUSTRIAL FINANCE CORPORATION OF INDIA
108,Y10517623,90389553,INDUSTRIAL FINANCE CORPORATION OF INDIA LTD.,1991-03-08,,1999-09-30,9585000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,16 SANSAD MARG       Delhi  India,INDUSTRIAL FINANCE CORPORATION OF INDIA
109,Y10517627,90389557,BANK OF BARODA,1991-04-25,,1999-09-30,20000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,NARIMAN POINT BRANCH       Maharashtra  India,BANK OF BARODA
110,Y10517629,90389559,THE UNIT TRUST OF INDIA,1991-06-26,1992-01-10,1999-09-30,100000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,NEW MARINE LINES       Maharashtra  India,UNIT TRUST OF INDIA
111,Y10517631,90389561,THE INDUSTRIAL RECONSTRUCTION BANK OF INDIA,1991-07-26,1991-08-28,1999-09-30,60000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,19 NETAJI SUBAHS ROAD       West Bengal  India,INDUSTRIAL RECONSTRUCTION BANK OF INDIA
112,Y10517633,90389563,ORIENTAL BANK OF COMMERCE,1991-09-25,,1999-09-30,2382879,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,M.G. ROAD       Maharashtra  India,ORIENTAL BANK OF COMMERCE
113,Y10517635,90389565,STANDARD CHARTERED BANK',1991-12-02,,1999-09-30,2831346,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,M.G. ROAD       Maharashtra  India,STANDARD CHARTERED BANK'
114,Y10517636,90389566,IDBI BANK LTD.,1992-01-16,1992-03-03,1999-09-30,100000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,IDBI TOWER CUFFE PARADE      Maharashtra  India,IDBI BANK
115,Y10517637,90389567,STANDARD CHARTERED BANK,1992-01-17,,1999-09-30,2201755,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,M.G. ROAD       Maharashtra  India,STANDARD CHARTERED BANK
116,Y10517639,90389569,THE FEDERAL BANK LTD.,1992-02-28,,1999-09-30,25000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,DADAR       Maharashtra  India,FEDERAL BANK
117,Y10517640,90389570,BANK OF BAHARIN & KUWAIT,1992-03-09,,1999-09-30,20000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,JOLLY MAKER CHAMBERS- II 225 NARIMAN POINT      Maharashtra  India,BANK OF BAHARIN AND KUWAIT
118,Y10517646,90389576,ICICI BANK LTD.,1992-07-27,,1999-09-30,5574932,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,163 BACKBAY RECLAMATION       Maharashtra  India,ICICI BANK
119,Y10511672,90383726,THE MAHARASHTRA STATE FINANCIAL CORPORATION,1986-03-03,,1999-09-30,378000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,A.K. NAYAK MARG FORT      Maharashtra  India,MAHARASHTRA STATE FINANCIAL CORPORATION
120,Y10511677,90383731,BANK OF MAHARASHTRA,1986-07-03,,1999-09-30,1770000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,INDUSTRIAL FINANCE BRANCH       Maharashtra  India,BANK OF MAHARASHTRA
121,Y10511678,90383732,INDIAN OVERSEAS BANK,1986-08-01,,1999-09-30,200000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,151 MOUNT ROAD       Tamil Nadu  India,INDIAN OVERSEAS BANK
122,Y10511683,90383737,STATE BANK OF INDIA,1986-11-10,2004-03-23,2005-09-30,1650000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,BASSEIN TALUKA INDUSTRIAL ESTATE BRANCH VASAI EAST      Maharashtra  India,STATE BANK OF INDIA
123,Y10511684,90383738,THE HONGKONG & SHANGHAI BANKING CORPORATION,1986-11-21,,1999-09-30,200000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,52/60 M.G. ROAD       Maharashtra  India,HONGKONG AND SHANGHAI BANKING CORPORATION
124,Y10511686,90383740,CANARA BANK,1986-12-01,,1999-09-30,228560,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,CUNNINGHAM ROAD       Karnataka  India,CANARA BANK
125,Y10511687,90383741,THE SARASWAT CO- OP. BANK LTD.,1986-12-03,1991-04-27,1999-09-30,300000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,A.K. NAYAK MARG FORT      Maharashtra  India,SARASWAT CO OP BANK
126,Y10511688,90383742,CANARA BANK,1986-12-20,,1999-09-30,1200000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,RAMDAIPETH       Maharashtra  India,CANARA BANK
127,Y10511690,90383744,STATE BANK OF MYSORE,1987-01-30,,1999-09-30,5000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,HMT INDUSTRIAL ESTATE BRANCH       Karnataka  India,STATE BANK OF MYSORE
128,Y10511691,90383745,CANARA BANK,1987-02-11,,1999-09-30,125000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,BANGALORE       Karnataka  India,CANARA BANK
129,Y10511693,90383747,KARNATAKA STATE INDUSTRIAL INVESTMENT & DEVELOP CORP. LTD.,1987-03-05,1989-03-07,1999-09-30,9000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,NO. 36 CUNNINGHAM ROAD       Karnataka  India,KARNATAKA STATE INDUSTRIAL INVESTMENT AND DEVELOP CORP
130,Y10511694,90383748,THE SARASWAT CO- OP. BANK LTD.,1987-03-17,,1999-09-30,80000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,A.K. NAYAK MARG       Maharashtra  India,SARASWAT CO OP BANK
131,Y10511697,90383751,THE MEMON CO- OP. BANK LTD.,1987-07-09,,1999-09-30,414000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,38 MOHMEDALI ROAD       Maharashtra  India,MEMON CO OP BANK
132,Y10511702,90383756,BANK OF INDIA,1987-10-10,1989-09-20,1999-09-30,3335000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,MUMBAI       Maharashtra  India,BANK OF INDIA
133,Y10511704,90383758,INDIAN OVERSEAS BANK,1987-10-19,1995-12-01,1999-09-30,2000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,FORT       Maharashtra  India,INDIAN OVERSEAS BANK
134,Y10511717,90383771,BANK OF MAHARASHTRA,1988-08-12,,1999-09-30,950000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,VILE PARLE BRANCH       Maharashtra  India,BANK OF MAHARASHTRA
135,Y10511718,90383772,BANK OF BARODA,1988-08-19,,1999-09-30,1130000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,BHILAD       Gujarat  India,BANK OF BARODA
136,Y10511721,90383775,INDIAN BANK,1988-11-03,1990-04-12,1999-09-30,1861000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,MALAD WEST       Maharashtra  India,INDIAN BANK
137,Y10511723,90383777,BANK OF MAHARASHTRA,1988-11-28,,1999-09-30,1181000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,VILE PARLE BRANCH       Maharashtra  India,BANK OF MAHARASHTRA
138,Y10511724,90383778,THE MEMON CO- OP. BANK LTD.,1988-12-02,,1999-09-30,400000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,38 MOHMEDALI ROAD       Maharashtra  India,MEMON CO OP BANK
139,Y10511725,90383779,BANK OF BARODA,1988-12-23,,1999-09-30,859000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,IND. ESTATE BRANCH       Gujarat  India,BANK OF BARODA
140,Y10511726,90383780,BANK OF BARODA,1989-02-16,,1999-09-30,45500,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,IND. ESTATE BRANCH       Gujarat  India,BANK OF BARODA
141,Y10511727,90383781,INDIAN BANK,1989-04-08,,1999-09-30,1750000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,110 UNITED MANSION M.G. ROAD      Karnataka  India,INDIAN BANK
142,Y10511728,90383782,THE MEMON CO- OP. BANK LTD.,1989-06-07,,1999-09-30,67000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,38 MOHMEDALI ROAD       Maharashtra  India,MEMON CO OP BANK
143,Y10511729,90383783,STATE BANK OF MYSORE,1989-07-05,,1999-09-30,3500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,HMT INDUSTRIAL ESTATE BRANCH       Karnataka  India,STATE BANK OF MYSORE
144,Y10511730,90383784,STATE BANK OF MYSORE,1989-07-18,,1999-09-30,1500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,HMT INDUSTRIAL ESTATE BRANCH       Karnataka  India,STATE BANK OF MYSORE
145,Y10511735,90383789,STATE BANK OF MYSORE,1990-03-10,,1999-09-30,186700,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,HMT INDUSTRIAL ESTATE BRANCH       Karnataka  India,STATE BANK OF MYSORE
146,Y10511740,90383794,BANK OF INDIA,1990-08-13,1995-07-13,1999-09-30,500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,56 MILL ROAD       Maharashtra  India,BANK OF INDIA
147,Y10511741,90383795,CENTRAL BANK OF INDIA,1990-12-19,,1999-09-30,12030000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,M.G. ROAD FORT      Maharashtra  India,CENTRAL BANK OF INDIA
148,Y10511749,90383803,VIJAYA BANK,1991-07-20,,1999-09-30,11500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,MAYO MALL BRANCH       Karnataka  India,VIJAYA BANK
149,Y10511751,90383805,UNION BANK OF INDIA,1991-11-11,,1999-09-30,2500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,MAIN BRANCH       Uttar Pradesh  India,UNION BANK OF INDIA
150,Y10511753,90383807,CENTRAL BANK OF INDIA,1991-11-27,,1999-09-30,12030000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,M.G. ROAD FORT      Maharashtra  India,CENTRAL BANK OF INDIA
151,Y10511758,90383812,STATE BANK OF INDIA,1992-09-25,1994-12-09,1999-09-30,144000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,KUMARA PARK       Karnataka  India,STATE BANK OF INDIA
152,Y10511761,90383815,KARNATAKA STATE FINANCIAL CORPORATION,1993-02-28,,1999-09-30,4075000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,BANGALORE       Karnataka  India,KARNATAKA STATE FINANCIAL CORPORATION
153,Y10511767,90383821,STATE BANK OF MYSORE,1993-07-14,,1999-09-30,4500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,HMT INDUSTRIAL ESTATE BRANCH       Karnataka  India,STATE BANK OF MYSORE
154,Y10511774,90383828,THE VYSYA BANK LTD.,1994-02-07,,1999-09-30,5000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,NO. 315 MAIN BAZAR       Karnataka  India,VYSYA BANK
155,Y10511776,90383830,BANK OF MAHARASHTRA,1994-03-24,,1999-09-30,3350000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,VILE PARLE BRANCH       Maharashtra  India,BANK OF MAHARASHTRA
156,Y10511779,90383833,CO- OP. BANK OF AHMEDABAD LTD.,1994-05-10,,1999-09-30,1500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,323/325 NARSHI NATHA STREET       Maharashtra  India,CO OP BANK OF AHMEDABAD
157,Y10511780,90383834,BANK OF MAHARASHTRA,1994-07-15,,1999-09-30,434000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,VILE PARLE BRANCH       Maharashtra  India,BANK OF MAHARASHTRA
158,Y10511782,90383836,BANK OF MAHARASHTRA,1994-09-28,,1999-09-30,443200,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,VILE PARLE BRANCH       Maharashtra  India,BANK OF MAHARASHTRA
159,Y10511783,90383837,KARNATAKA BANK LTD.,1994-10-01,1997-03-14,1999-09-30,24500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,294 HARON HOUSE       Maharashtra  India,KARNATAKA BANK
160,Y10511790,90383844,STATE BANK OF MYSORE,1994-12-14,1995-06-14,1999-09-30,1100000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,J.C. ROAD       Karnataka  India,STATE BANK OF MYSORE
161,Y10511792,90383846,KARNATAKA STATE FINANCIAL CORPORATION,1995-01-09,,1999-09-30,2000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,M.G. ROAD       Karnataka  India,KARNATAKA STATE FINANCIAL CORPORATION
162,Y10511793,90383847,INDIAN BANK,1995-01-24,1995-03-14,1999-09-30,4000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,M.G. ROAD       Karnataka  India,INDIAN BANK
163,Y10511799,90383853,STATE BANK OF INDIA,1995-11-22,,1999-09-30,30000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,GOREGAON       Maharashtra  India,STATE BANK OF INDIA
164,Y10511800,90383854,GUJARAT STATE FINANCIAL CORPORATION,1996-02-15,1986-03-29,1999-09-30,2605000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,JALDARSHAN BUILDING ASHRAM ROAD      Gujarat  India,GUJARAT STATE FINANCIAL CORPORATION
165,Y10511804,90383858,BANK OF INDIA,1996-07-16,,1999-09-30,273800,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,70- 80 M.G. ROAD       Maharashtra  India,BANK OF INDIA
166,Y10511812,90383866,BANK OF MAHARASHTRA,1997-07-03,,1999-09-30,1800000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,VILE PARLE BRANCH       Maharashtra  India,BANK OF MAHARASHTRA
167,Y10511818,90383872,BANK OF MAHARASHTRA,1998-02-23,,1999-09-30,2000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,IGATPURI BRANCH       Maharashtra  India,BANK OF MAHARASHTRA
168,Y10511820,90383874,DEVELOPMENT CREDIT BANK LTD.,1998-04-24,,1999-09-30,400000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,MUMBAI       Maharashtra  India,DEVELOPMENT CREDIT BANK
169,Y10511825,90383879,BANK OF INDIA,1999-03-09,2000-08-28,2005-09-30,950000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,BALLARD ESTATE BRANCH       Maharashtra  India,BANK OF INDIA
170,Y10511827,90383881,BANK OF INDIA,1999-04-06,2003-04-09,2005-09-30,9500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,BALLARD ESTATE       Maharashtra  India,BANK OF INDIA
171,Y10511830,90383884,CANARA BANK,1999-12-04,2001-08-31,2005-09-30,1500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,BANGALORE       Karnataka  India,CANARA BANK
172,Y10511843,90383897,CITI BANK N.A.,2001-10-05,,2005-09-30,25000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,30 M.G. ROAD       Karnataka  India,CITI BANK NA
173,Y10511845,90383899,HDFC BANK LTD.,2002-11-26,,2005-09-30,1039000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,SANDOZ HOUSE       Maharashtra  India,HDFC BANK
174,Y10517514,90389444,ORIENTAL BANK OF COMMERCE,1982-09-09,,1999-09-30,352528,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,DR. V.B. GANDHI MARG       Maharashtra  India,ORIENTAL BANK OF COMMERCE
175,Y10517516,90389446,EUROPEAN ASIAN BANK,1983-03-07,,1999-09-30,2500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,212 NARIMAN POINT       Maharashtra  India,EUROPEAN ASIAN BANK
176,Y10517517,90389447,ICICI BANK LTD.,1983-03-24,,1999-09-30,7500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,163 BACKBAY RECLAMATION       Maharashtra  India,ICICI BANK
177,Y10517518,90389448,STATE BANK OF INDIA,1983-05-12,,1999-09-30,2500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,COMMERCIAL BRANCH       Maharashtra  India,STATE BANK OF INDIA
178,Y10517519,90389449,HONGKONG & SHANGHAI BANKING CORPORATION,1983-11-29,,1999-09-30,1085614,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,M.G. ROAD       Maharashtra  India,HONGKONG AND SHANGHAI BANKING CORPORATION
179,Y10253361,90153591,INDIAN RENEWABLE ENERGY DEVELOPMENT AGENCY LIMITED,1999-04-13,,2005-09-30,25700000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,1ST FLOOR; INDIA HABITAT CENTRE LODHI ROAD      Delhi 110003 India,INDIAN RENEWABLE ENERGY DEVELOPMENT AGENCY
180,Y10511530,90383588,STATE BANK OF MYSORE,1963-05-01,,1999-09-30,80000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,BANGALORE       Karnataka  India,STATE BANK OF MYSORE
181,Y10511531,90383589,THE NEW INDIA ASSURANCE COMPANY LTD.,1964-04-29,,1999-09-30,100000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,MUMBAI       Maharashtra  India,NEW INDIA ASSURANCE COMPANY
182,Y10511532,90383590,THE NEW INDIA ASSURANCE COMPANY LTD.,1965-04-15,,1999-09-30,200000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,MUMBAI       Maharashtra  India,NEW INDIA ASSURANCE COMPANY
183,Y10511533,90383591,THE CENTRAL BANK OF INDIA LTD.,1966-09-08,,1999-09-30,500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,KEMPEGOWDS ROAD       Karnataka  India,CENTRAL BANK OF INDIA
184,Y10511535,90383593,KARNATAKA STATE FINANCIAL CORPORATION,1984-05-30,,1999-09-30,2910000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,25 M.G. ROAD       Karnataka  India,KARNATAKA STATE FINANCIAL CORPORATION
185,Y10511537,90383595,NEW BANK OF INDIA,1990-09-08,,1999-09-30,700000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,MUMBAI       Maharashtra  India,NEW BANK OF INDIA
186,Y10511546,90383603,THE CANARA INDUSTRIAL BANKING SYNDICATE LTD.,1961-08-30,,1999-09-30,350000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,BANGALORE       Karnataka  India,CANARA INDUSTRIAL BANKING SYNDICATE
187,Y10511547,90383604,THE CANARA INDUSTRIAL BANKING SYNDICATE LTD.,1961-10-04,,1999-09-30,291655,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,BANGALORE       Karnataka  India,CANARA INDUSTRIAL BANKING SYNDICATE
188,Y10511556,90383613,THE CANARA INDUSTRIAL BANKING SYNDICATE LTD.,1962-09-22,,1999-09-30,186000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,53 GANDHINAGAR       Karnataka  India,CANARA INDUSTRIAL BANKING SYNDICATE
189,Y10511559,90383616,KARNATAKA BANK LTD.,1972-05-17,,1999-09-30,500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,GAVALRY ROAD BRANCH       Karnataka  India,KARNATAKA BANK
190,Y10511563,90383620,KARNATAKA STATE FINANCIAL CORPORATION,1990-11-29,,1999-09-30,4500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,M.G. ROAD       Karnataka  India,KARNATAKA STATE FINANCIAL CORPORATION
191,Y10511565,90383622,KARNATAKA STATE FINANCIAL CORPORATION,1991-07-18,,1999-09-30,1820000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,NO. 25 M.G. ROAD       Karnataka  India,KARNATAKA STATE FINANCIAL CORPORATION
192,Y10511566,90383623,KARNATAKA STATE FINANCIAL CORPORATION,1991-11-13,,1999-09-30,878000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,M.G. ROAD       Karnataka  India,KARNATAKA STATE FINANCIAL CORPORATION
193,Y10511567,90383624,KARNATAKA STATE FINANCIAL CORPORATION,1992-02-17,,1999-09-30,2320000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,M.G. ROAD       Karnataka  India,KARNATAKA STATE FINANCIAL CORPORATION
194,Y10511568,90383625,KARNATAKA STATE FINANCIAL CORPORATION,1993-01-16,,1999-09-30,511000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,M.G. ROAD       Karnataka  India,KARNATAKA STATE FINANCIAL CORPORATION
195,Y10511582,90383637,KARNATAKA STATE INDUSTRIAL INVESTMENT & DEVELOP. CORP. LTD.,1987-03-05,,1999-09-30,9000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,CUNNINGHAM ROAD       Karnataka  India,KARNATAKA STATE INDUSTRIAL INVESTMENT AND DEVELOP CORP
196,Y10511585,90383639,THE VIJAYA BANK LTD.,1973-12-24,,1999-09-30,100000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,SANTHEPET       Karnataka  India,VIJAYA BANK
197,Y10511592,90383646,UNITED COMMERCIAL BANK,1978-01-07,1984-12-30,1999-09-30,150000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,13/22 K.G. ROAD       Karnataka  India,UNITED COMMERCIAL BANK
198,Y10511593,90383647,KARNATAKA STATE FINANCIAL CORPORATION,1978-03-17,1993-02-27,1999-09-30,3000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,25 M.G. ROAD       Karnataka  India,KARNATAKA STATE FINANCIAL CORPORATION
199,Y10511598,90383652,CANARA BANK,1978-07-16,,1999-09-30,11200,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,MEGADI ROAD BRANCH       Karnataka  India,CANARA BANK
200,Y10511600,90383654,CANARA BANK,1979-03-16,,1999-09-30,139000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,CHEMBUR       Maharashtra  India,CANARA BANK
201,Y10511602,90383656,KARNATAKA STATE FINANCIAL CORPORATION,1979-05-02,,1999-09-30,840000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,M.G. ROAD       Karnataka  India,KARNATAKA STATE FINANCIAL CORPORATION
202,Y10511603,90383657,UNITED COMMERCIAL BANK,1979-08-09,1984-12-30,1999-09-30,300000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,149/2 KORAMAUGALA CANTT. HOSUR ROAD      Karnataka  India,UNITED COMMERCIAL BANK
203,Y10511604,90383658,KARNATAKA STATE INDUSTRIAL INVESTMENT & DEVELOPMENT CORPORAT,1979-09-06,,1999-09-30,3000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,BANGALORE       Karnataka  India,KARNATAKA STATE INDUSTRIAL INVESTMENT AND DEVELOPMENT CORPORAT
204,Y10511608,90383662,INDIAN OVERSEAS BANK,1980-02-28,1985-02-11,1999-09-30,2360000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,KARAMADAL       Karnataka  India,INDIAN OVERSEAS BANK
205,Y10511611,90383665,STATE BANK OF MYSORE,1980-08-05,,1999-09-30,125000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,HMT INDUSTRIAL ESTATE BRANCH       Karnataka  India,STATE BANK OF MYSORE
206,Y10511613,90383667,UNITED COMMERCIAL BANK,1980-10-29,1985-02-14,1999-09-30,135000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,KHADE BAZAR       Karnataka  India,UNITED COMMERCIAL BANK
207,Y10511614,90383668,GUJARAT STATE FINANCIAL CORPORATION,1980-11-04,1985-09-19,1999-09-30,1011000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,JALDARSHAN BUILDING ASHRAM ROAD      Gujarat  India,GUJARAT STATE FINANCIAL CORPORATION
208,Y10511615,90383669,STATE BANK OF MYSORE,1980-11-27,1981-12-04,1999-09-30,750000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,J.C. ROAD       Karnataka  India,STATE BANK OF MYSORE
209,Y10511616,90383670,CANARA BANK,1980-12-01,,1999-09-30,180000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,K.G. ROAD       Karnataka  India,CANARA BANK
210,Y10511619,90383673,CANARA BANK,1981-01-03,1988-10-03,1999-09-30,150000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,BANGALORE       Karnataka  India,CANARA BANK
