Country,City,Area,Area_Clean,Count,Relevant_Week,Relevant_Date,Runtime
India,Goa,Chicalim,Chicalim,53,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Chandigarh,Chandigarh Industrial Area,Chandigarh Industrial Area,171,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Chandigarh,"Sector 26, Chandigarh","Sector 26, Chandigarh",51,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Chandigarh,"Sector 7, Chandigarh","Sector 7, Chandigarh",52,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Chandigarh,"Sector 35, Chandigarh","Sector 35, Chandigarh",74,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Chandigarh,"Sector 8, Chandigarh","Sector 8, Chandigarh",54,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Chandigarh,"Sector 9, Panchkula","Sector 9, Panchkula",42,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Chandigarh,"Phase 5, Mohali","Phase 5, Mohali",99,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Chandigarh,"Sector 9, Chandigarh","Sector 9, Chandigarh",44,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Chandigarh,Kharar Road,Kharar Road,424,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Chandigarh,"Phase 3, Mohali","Phase 3, Mohali",85,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Chandigarh,"Sector 17, Chandigarh","Sector 17, Chandigarh",42,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Chandigarh,"Sector 34, Chandigarh","Sector 34, Chandigarh",33,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Chandigarh,"Phase 10, Mohali","Phase 10, Mohali",59,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Chandigarh,"Sector 10, Chandigarh","Sector 10, Chandigarh",26,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Chandigarh,"Sector 22, Chandigarh","Sector 22, Chandigarh",62,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Chandigarh,"Sector 5, Panchkula","Sector 5, Panchkula",53,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Chandigarh,"Phase 7, Mohali","Phase 7, Mohali",65,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Chandigarh,Ambala Road,Ambala Road,152,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Chandigarh,Vip Road,Vip Road,282,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Chandigarh,"Sector 70, Mohali","Sector 70, Mohali",120,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Chandigarh,"Sector 2, Panchkula","Sector 2, Panchkula",25,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Chandigarh,"Sector 20, Panchkula","Sector 20, Panchkula",82,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Chandigarh,"Sector 15, Chandigarh","Sector 15, Chandigarh",39,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Chandigarh,"Sector 32, Chandigarh","Sector 32, Chandigarh",37,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Chandigarh,"Sector 16, Panchkula","Sector 16, Panchkula",17,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Chandigarh,"Sector 67, Mohali","Sector 67, Mohali",95,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Chandigarh,"Sector 11, Panchkula","Sector 11, Panchkula",23,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Chandigarh,"Sector 46, Chandigarh","Sector 46, Chandigarh",53,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Chandigarh,It Park,It Park,18,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Ahmedabad,Bodakdev,Bodakdev,383,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Ahmedabad,Navrangpura,Navrangpura,315,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Ahmedabad,Prahlad Nagar,Prahlad Nagar,202,Week 14-2023,2023-04-07,2023-04-07 22:38:18
