Country,City,Area,Area_Clean,Count,Relevant_Week,Relevant_Date,Runtime
India,Satna,Satna,Satna,182,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Sagar,Sagar,Sagar,235,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Ratlam,Ratlam,Ratlam,192,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Bardhaman,Bardhaman,Bardhaman,193,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Asansol,Asansol,Asansol,223,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Roorkee,Roorkee,Roorkee,295,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Haldwani,Haldwani,Haldwani,667,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Raebareli,Raebareli,Raebareli,134,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Chittorgarh,Chittorgarh,Chittorgarh,125,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Bhilwara,Bhilwara,Bhilwara,329,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Sangrur,Sangrur,Sangrur,154,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Sangrur,Sunam,Sunam,47,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Sangrur,Bhawanigarh,Bhawanigarh,9,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Firozpur,Firozpur,Firozpur,148,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Solan,Solan,Solan,208,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Yamuna Nagar,Yamuna Nagar,Yamuna Nagar,362,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Rohtak,Rohtak,Rohtak,451,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Kurukshetra,Kurukshetra,Kurukshetra,326,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Kurukshetra,Ladwa,Ladwa,18,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Gaya,Gaya,Gaya,346,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Bhagalpur,Bhagalpur,Bhagalpur,338,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Bhagalpur,Nathnagar,Nathnagar,21,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Kanchipuram,Kanchipuram,Kanchipuram,102,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Shimoga,Shimoga,Shimoga,177,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Gulbarga,Gulbarga,Gulbarga,309,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Rajahmundry,Rajahmundry,Rajahmundry,400,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Kakinada,Kakinada,Kakinada,332,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Ambala,Ambala,Ambala,946,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Sonipat,Sonipat,Sonipat,298,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Solapur,Solapur,Solapur,793,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nellore,Nellore,Nellore,557,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nanded,Nanded,Nanded,434,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Muzaffarnagar,Muzaffarnagar,Muzaffarnagar,229,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Moradabad,Moradabad,Moradabad,504,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Mathura,Mathura,Mathura,417,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Kurnool,Kurnool,Kurnool,415,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Jalgaon,Jalgaon,Jalgaon,400,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Hisar,Hisar,Hisar,431,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Durgapur,Durgapur,Durgapur,312,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Dhanbad,Dhanbad,Dhanbad,499,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Dhanbad,Govindpur,Govindpur,23,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Dhanbad,Bhuli,Bhuli,21,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Dhanbad,Katras,Katras,18,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Davanagere,Davanagere,Davanagere,193,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Bokaro,Bokaro,Bokaro,228,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Bhavnagar,Bhavnagar,Bhavnagar,264,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Bellary,Bellary,Bellary,131,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Belgaum,Belgaum,Belgaum,600,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Anantapur,Anantapur,Anantapur,432,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Anantapur,Tadipatri,Tadipatri,20,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Alwar,Alwar,Alwar,336,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Aligarh,Aligarh,Aligarh,401,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Ahmednagar,Ahmednagar,Ahmednagar,464,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Muktsar,Shree Muktsar Sahib,Shree Muktsar Sahib,93,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Muktsar,Narang Colony,Narang Colony,15,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Muktsar,Bhullar Colony,Bhullar Colony,11,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Muktsar,New Grain Market,New Grain Market,6,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Hubli,Vidya Nagar,Vidya Nagar,232,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Hubli,New Hubli,New Hubli,144,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Hubli,Keshwapur,Keshwapur,99,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Hubli,Rajendra Nagar,Rajendra Nagar,81,Week 11-2023,2023-03-13,2023-03-13 10:58:24
