,0,1,2
18684,emerald cars,emerald cars,True
18685,ethiraj auto udyog,ethiraj auto udyog,True
18686,everest agro industries,everest engg,False
18687,everest engg,everest engg,True
18688,everest trailers,everest engg,False
18689,evolution autotech,evolution autotech,True
18690,g t & f,g t & f,True
18691,gamzen plast,gamzen plast,True
18692,gayathry agro trailors,gayathry agro trailors,True
18693,general agencies(kolkata),general agencies(kolkata),True
18694,gowthaman trailers,gowthaman trailers,True
18695,green field farm eqpmts,green field farm eqpmts,True
18696,gujarat agriculture works,gujarat agro industries,False
18697,gujarat agro industries,gujarat agro industries,True
18698,gujarat engineering works,gujarat agro industries,False
18699,gujarat steel agro,gujarat agro industries,False
18700,guna industries,guna industries,True
18701,gunwant engineering,gunwant engineering,True
18702,h h agro tech,h h agro tech,True
18703,hardev agro tech,hardev agro tech,True
18704,hari om agriculture,hari om engineering works,False
18705,hari om engineering works,hari om engineering works,True
18706,hari om trailor,hari om engineering works,False
18707,hari om welding works,hari om engineering works,False
18708,haulotte,haulotte,True
18709,i t f i,i t f i,True
18710,indian agricultural industries,indian agricultural industries,True
18711,indian agro industries,indian agricultural industries,False
18712,indian military trailors,indian military trailors,True
18713,ir bobcat company usa,ir bobcat company usa,True
18714,j d engineering,j d engineering,True
18715,j k trailers,j k trailers,True
18716,j s p automotive,j s p automotive,True
18717,jagdamba automobile engineers,jagdamba automobile engineers,True
18718,jagdamba enterprises,jagdamba automobile engineers,False
18719,jagdamba trailers,jagdamba automobile engineers,False
18720,jai automobiles,jai automobiles,True
18721,jai hind steel industries,jai hind steel industries,True
18722,jai mata di enterprises,jai mata di enterprises,True
18723,jeeneshwar engineering,jeeneshwar engineering,True
18724,jehanabad tractors,jehanabad tractors,True
18725,john infratech llp,john infratech llp,True
18726,jubilant motors,jubilant motors,True
18727,jungheinrich ag & co,jungheinrich ag & co,True
18728,juno castings,juno castings,True
18729,k k auto,k k auto,True
18730,k r a agricultures works,k r a agricultures works,True
18731,kalika agriculture eqpts kittu,kalika agriculture eqpts kittu,True
18732,kamala engineering works,kamala engineering works,True
18733,kambali agro engineering industries,kambali agro engineering industries,True
18734,kamlesh engg work shop,kamlesh engg work shop,True
18735,kampli general engg works,kampli general engg works,True
18736,karma mechanical works,karma mechanical works,True
18737,kartik enterprises,kartik enterprises,True
18738,karuppiah lath deshin works,karuppiah lath deshin works,True
18739,kassa rama combines,kassa rama combines,True
18740,kaushik auto,kaushik auto,True
18741,king sumitra trailers,king sumitra trailers,True
18742,koppal agro engineering works,koppal agro engineering works,True
18743,krishi impl & eng works,krishi impl & eng works,True
18744,krishi laxmi agro industries,krishi laxmi agro industries,True
18745,krysttal international cars,krysttal international cars,True
18746,luna,luna,True
18747,m g b automotives (p),m g b automotives (p),True
18748,m g m tractors & trailers,m g m tractors & trailers,True
18749,m m engineering works,m m engineering works,True
18750,m s industrial association,m s industrial association,True
18751,maa bhawani engineering works,maa bhawani engineering works,True
18752,maa laxmi industries,maa laxmi steel works,False
18753,maa laxmi steel works,maa laxmi steel works,True
18754,maa mangala enterprises sng,maa mangala industries,False
18755,maa mangala industries,maa mangala industries,True
18756,maa steel industries,maa steel industries,True
18757,madhuri tractors,madhuri tractors,True
18758,mahaboob tractor engg works,mahaboob tractor engg works,True
18759,mahashiv automobile,mahashiv automobile,True
18760,maheboob auto engin works,maheboob khan engg works,False
18761,maheboob khan engg works,maheboob khan engg works,True
18762,mailaralingeshwar agriculture,mailaralingeshwar agriculture,True
18763,mallikarjuna agro engg works,mallikarjuna agro engg works,True
18764,mamta agro industries,mamta agro industries,True
18765,mandal engineering works,mandal engineering workshop,False
18766,mandal engineering workshop,mandal engineering workshop,True
18767,mani engeneering industries,mani engeneering industries,True
18768,manish steel industries,manish steel industries,True
18769,matha industries,matha industries,True
18770,matharoo agriculture impliment,matharoo agriculture impliment,True
18771,mazda motor corporation,mazda motor corporation,True
18772,mdb agriculture,mdb agriculture,True
18773,meenambal engg industries,meenambal engg industries,True
18774,mercydaz instrumentation inc,mercydaz instrumentation inc,True
18775,metal works,metal works,True
18776,modern engineering corporation,modern engineering corporation,True
18777,mor & company,mor & company,True
18778,mubharak general engg works,mubharak general engg works,True
18779,mulgund brothers agro ind,mulgund brothers agro ind,True
18780,munde mechanical works,munde mechanical works,True
18781,mysore agro industries,mysore motors,False
18782,mysore motors,mysore motors,True
18783,nabha agro works,nabha agro works,True
18784,nacco m h t hyster,nacco m h t hyster,True
18785,namma motors,namma motors,True
18786,narain krishi engineering,narain krishi engineering,True
18787,naresh engineering works,naresh engineering works,True
18788,navabharat engineering works,navabharat engineering works,True
18789,naveen agro,naveen agro,True
18790,naveen industries,naveen agro,False
18791,neelkanth agro ind,neelkanth engineering works,False
18792,neelkanth engineering works,neelkanth engineering works,True
18793,neelkanth fabricators,neelkanth engineering works,False
18794,new bombay trailer works,new bombay trailer works,True
18795,new friends industries,new friends industries,True
18796,new mallikarjuna eng works,shri mallikarjuna agro industries,False
18797,new mallikarjuna engineering works,shri mallikarjuna agro industries,False
18798,new shriji engineering works,new shriji engineering works,True
18799,newton india industries,newton india industries,True
18800,nipun sanyantra,nipun sanyantra,True
18801,nisha steel industries,nisha steel industries,True
18802,nisha workshop,nisha workshop,True
18803,omax energy,omax energy,True
18804,orissa agro ind cor,orissa agro ind cor,True
18805,p b national agriculture work,p b national agriculture works,False
18806,p b national agriculture works,p b national agriculture works,True
18807,p f industries,p f industries,True
18808,p la engineering works,p la engineering works,True
18809,pace motors company,pace motors company,True
18810,pandiyan trailers,pandiyan trailers,True
18811,pani engineering,pani engineering,True
18812,panther,panther,True
18813,panther electric vehicles,panther,False
18814,paranjyoti steel industries,paranjyoti steel industries,True
18815,pasco motors,pasco motors,True
18816,pavan agro industries,pavan industries,False
18817,pavan industries,pavan industries,True
18818,pg motors,pg motors,True
18819,pilling rig,pilling rig,True
18820,ponni & co,ponni & co,True
18821,popular auto works,popular auto works,True
18822,pragathi poorna industries,pragathi poorna industries,True
18823,pravin agro industries,pravin agro industries,True
18824,pride e-motors,pride e-motors,True
18825,prima,prima,True
18826,pruthvi agro tech,pruthvi agro tech,True
18827,pruthvi engineering works,pruthvi agro tech,False
18828,r & r india commercial vehicles,r & r india commercial vehicles,True
18829,radhakrishna engg works,radhakrishna engg works,True
18830,ragini eng works,ragini eng works,True
18831,rajani general engg,rajani general engg,True
18832,rajeshri auto meche,rajeshri auto meche,True
18833,rakesh agro,rakesh engineering works,False
18834,rakesh engineering works,rakesh engineering works,True
18835,ram janki eng work,ram janki eng work,True
18836,rambabu engineering works,rambabu engineering works,True
18837,ramgarh tractors,ramgarh tractors,True
18838,ramgarhia engg works,ramgarhia engg works,True
18839,ramgarhia mechanical works,ramgarhia engg works,False
18840,ranjeet eng works,ranjeet steel works,False
18841,ranjeet steel works,ranjeet steel works,True
18842,reddy engineering & co,reddy engineering & co,True
18843,reddy udyog works,reddy udyog works,True
18844,renukadevi trailor,renukadevi trailor,True
18845,resinglass & fabs,resinglass & fabs,True
18846,rg petro machinery co,rg petro machinery co,True
18847,rns agencies,rns agencies,True
18848,roadster automobiles,roadster automobiles,True
18849,rooprai agro industries,rooprai agro industries,True
18850,rudra automart,rudra automart,True
18851,rudranarayan engg works boudh,rudranarayan engg works boudh,True
18852,s i l,s i l,True
18853,s l v industries ilkal,s l v industries ilkal,True
18854,s m force,s m force,True
18855,sabar agro industries,sabar agro industries,True
18856,samal fabricator barchana,samal fabricator barchana,True
18857,samaleswari engg works,samaleswari engg works,True
18858,samastipur eng works,samastipur eng works,True
18859,sangam steel industries,sangam steel industries,True
18860,sansar combine,sansar combine,True
18861,satwant agro tech,satwant agro tech,True
18862,shabari agro industries,sabar agro industries,False
18863,shakthi motors,shakthi trailors,False
18864,shakthi trailors,shakthi trailors,True
18865,sham fabricators,shivam fabricators,False
18866,shambhu eng work,shambhu eng work,True
18867,shashiravi agro ind,shashiravi agro ind,True
18868,shehal preet engg works,shehalpreet engg works,False
18869,shehalpreet engg works,shehalpreet engg works,True
18870,shimoga indl,shimoga indl,True
18871,shivabasava agro industries,shivabasava agro industries,True
18872,shivam fabricators,shivam fabricators,True
18873,shivanarayana engg works,shivanarayana engg works,True
18874,shivashiddha mallikarjun agro industries,shivashiddha mallikarjun agro industries,True
18875,shri beereshwar welding works,shri beereshwar welding works,True
18876,shri chamaraja trailer,shri chamaraja trailer,True
18877,shri chamundi trailor,shri chamundi trailor,True
18878,shri gurukrupa agro indus,shri gurukrupa welding works,False
18879,shri gurukrupa fabri,shri gurukrupa welding works,False
18880,shri gurukrupa trailer,shri gurukrupa welding works,False
18881,shri gurukrupa welding works,shri gurukrupa welding works,True
18882,shri kalika agri equipment,shri kalika agri equipment,True
18883,shri kalika agriculture equipment,shri kalika agri equipment,False
18884,shri kalika agro industries,shri kalika agri equipment,False
18885,shri kalmeshwar agro industries,shri kalmeshwar agro industries,True
18886,shri mahalaxi trailors industries,shri mahalaxi trailors industries,True
18887,shri mahashakti engineering,shri mahashakti engineering,True
18888,shri mallikarjuna agro industries,shri mallikarjuna agro industries,True
18889,shri mallikarjuna motors,shri mallikarjuna agro industries,False
18890,shri marulasiddeshwara trailors,shri marulasiddeshwara trailors,True
18891,shri mookambika agro industries,shri mookambika agro industries,True
18892,shri mookambika eng works,shri mookambika agro industries,False
18893,shri pachayamman engg works,shri pachayamman engg works,True
18894,shri pitchandeeswaran trailers,shri pitchandeeswaran trailers,True
18895,shri radhnakumari engg works,shri radhnakumari engg works,True
18896,shri santhosh trailers,shri santhosh trailers,True
18897,shri shambulingershwar eng works,shri shambulingershwar eng works,True
18898,shri shanmuga eng works,shri shunmuga engineering works,False
18899,shri shiddivinayak engi works,shri shiddivinayak engi works,True
18900,shri shunmuga engineering works,shri shunmuga engineering works,True
18901,shri siddeshwara trailors,shri marulasiddeshwara trailors,False
18902,shri siddharuda eng works,siddharuda eng works,False
18903,shri trailors,shriji trailors,False
18904,shri veereshwar industries,shri veereshwar industries,True
18905,shri vishnu engg works,shri vishnu engg works,True
18906,shri vishnu krushi works,shri vishnu engg works,False
18907,shriji trailors,shriji trailors,True
18908,shyam diesels,shyam diesels,True
18909,sichuan changjiang,sichuan changjiang,True
18910,siddharuda eng works,siddharuda eng works,True
18911,siddheswari welding works,siddheswari welding works,True
18912,siva thirumurugan engg works,siva thirumurugan engg works,True
18913,somanath auto,somanath auto,True
18914,sri mallikarjuna engineering works,shri mallikarjuna agro industries,False
18915,sri velmurugan engineering works,sri velmurugan engineering works,True
18916,star auto agency,star auto engineering,False
18917,star auto engineering,star auto engineering,True
18918,star engineering,star auto engineering,False
18919,stewart & stevenson,stewart & stevenson,True
18920,sudharsan farm equipments,sudharsan farm equipments,True
18921,sugureshwar agro industries,sugureshwar agro industries,True
18922,susham fabricators,shivam fabricators,False
18923,swami agro industries,swami agro industries,True
18924,swami engineering works,swami agro industries,False
18925,swami industries,swami agro industries,False
18926,swami raj engineering,swami agro industries,False
18927,swarnchakra automobiles,swarnchakra automobiles,True
18928,telsa inc,telsa inc,True
18929,the new mysore eng works,the new mysore eng works,True
18930,tousif agro industries,tousif agro industries,True
18931,trishul agro industries,trishul traders,False
18932,trishul traders,trishul traders,True
18933,trr tractors,trr tractors,True
18934,tyst drive india,tyst drive india,True
18935,utkal industries,utkal industries,True
18936,uttam agro industries,uttam agro industries,True
18937,uva power agency,uva power agency,True
18938,v m motors,v m motors,True
18939,v v a electric vehicle,v v a electric vehicle,True
18940,vandana trailors & body mfg,vandana trailors & body mfg,True
18941,vasagam industries,vasagam industries,True
18942,vasanthi automobiles,vasanthi automobiles,True
18943,velan fabricators,velan fabricators,True
18944,vinayak pashupati veh,vinayak pashupati veh,True
18945,vsn jayanthi trailer,vsn jayanthi trailer,True
18946,wahe guru engineering,wahe guru engineering,True
18947,wox coolers,wox coolers,True
18948,y a m s,y a m s,True
18949,yaseen agro indu,yaseen agro indu,True
18950,yogiraj engineering company,yogiraj engineering company,True
18951,yogiraj trailers,yogiraj engineering company,False
18952,jagadamba engineering works,jagadamba trailer,False
18953,jagadamba trailer,jagadamba trailer,True
18954,jai durga agricultural works,jai durga agricultural works,True
18955,jai durga trailers,jai durga agricultural works,False
18956,mehar agro engineering,mehar agro engineering,True
18957,safai agro engineering works,safai agro engineering works,True
18958,sai auto engineering works,sai auto engineering works,True
18959,siddhakala engineering & welding works,siddhakala engineering & welding works,True
18960,adm technologies,adm technologies,True
18961,anchi motorcycle (importer: ecotrinity automobile,anchi motorcycle (importer: ecotrinity automobile,True
18962,atr technosales,atr technosales,True
18963,baghwan rikshaw udyog,baghwan rikshaw udyog,True
18964,dewan agriculture works,dewan agriculture works,True
18965,eevee engineering,eevee engineering,True
18966,electric alliance(importer: ellysium automotives),electric alliance(importer: ellysium automotives),True
18967,goldenlion (importer:ellysium automotives ),zap (importer:ellysium automotives ),False
18968,green wheelz (india),green wheelz (india),True
18969,greenwheels automobile,greenwheels automobile,True
18970,gurm agricultural works,gurm agriculture works,False
18971,gurm agriculture works,gurm agriculture works,True
18972,guru ji wheels,guru ji wheels,True
18973,h m s i,h m s i,True
18974,haarish automotives (opc),haarish automotives (opc),True
18975,himgiri cars,himgiri cars,True
18976,hitech mechanical works,hitech mechanical works,True
18977,india safe enterprise,india safe enterprise,True
18978,izanau electric llp,izanau electric llp,True
18979,jayanthi nathar agro centre,jayanthi nathar agro centre,True
18980,jiangsu dalong (importer: saboo tor),jiangsu sunhou (importer: saboo tor),False
18981,jiangsu sunhou (importer: saboo tor),jiangsu sunhou (importer: saboo tor),True
18982,jmt vehicles,jmt vehicles,True
18983,juneng motorcycle (importer: adms marketing),juneng motorcycle (importer: adms marketing),True
18984,kaining (honkong) (importer: enigma automobiles),kaining (honkong) (importer: enigma automobiles),True
18985,kaiser,kaiser,True
18986,knight queen industries,knight queen industries pv,False
18987,knight queen industries pv,knight queen industries pv,True
18988,kobe steel japan,kobe steel japan,True
18989,lakshya auto sales corporation,lakshya auto sales corporation,True
18990,laxmi e-rickshaw company,laxmi e-rickshaw company,True
18991,maa luxmi e-vehicles,maa luxmi e-vehicles,True
18992,manish ev international,manish ev international,True
18993,marine navaids & solar auto,marine navaids & solar auto,True
18994,moody international,moody international,True
18995,namah industries,namah industries,True
18996,ngage wheel,ngage wheel,True
18997,power tractor,power tractor,True
18998,puneet overseas inc,puneet overseas inc,True
18999,s b traders,s b traders,True
19000,s traders,s b traders,False
19001,sameer engineering,sameer engineering,True
19002,sang yong motors,sang yong motors,True
19003,sbtek e moto,sbtek e moto,True
19004,sethji industries,sethji industries,True
19005,singhal enterprises,singhal enterprises,True
19006,six senses automotive,six senses automotive,True
19007,sriagency & fabricator bhmpur,sriagency & fabricator bhmpur,True
19008,standard agriculture works(r),standard agriculture works(r),True
19009,successpath marketing,successpath marketing,True
19010,suganji rara electric vehicle,suganji rara electric vehicle,True
19011,tii india,tii india,True
19012,tirhut atomobiles,tirhut atomobiles,True
19013,truz industries,truz industries,True
19014,vishala e-vehicles industries,vishala e-vehicles industries,True
19015,wuxi saige (importer: e-vishwa electobike),wuxi saige (importer: e-vishwa electobike),True
19016,wuxi tenghui (importer: jaidka power),wuxi tenghui (importer: jaidka power),True
19017,yangguang lingmu (importer: dawngate business),yangguang lingmu (importer: remark electric),False
19018,yangguang lingmu (importer: durga filters),yangguang lingmu (importer: remark electric),False
19019,yangguang lingmu (importer: ecoindia),yangguang lingmu (importer: remark electric),False
19020,yangguang lingmu (importer: flycon motors),yangguang lingmu (importer: remark electric),False
19021,yangguang lingmu (importer: remark electric),yangguang lingmu (importer: remark electric),True
19022,yangguang lingmu (importer: xwls electric),yangguang lingmu (importer: remark electric),False
19023,zap (hk) (importer: izanau electric),zap (hk) (importer: izanau electric),True
19024,zap (importer:ellysium automotives ),zap (importer:ellysium automotives ),True
19025,zero 21 renewable energy solutions,zero 21 renewable energy solutions,True
19026,ankit raj engineerig works shop,ankit raj engineerig works shop,True
19027,b r industries,b r industries,True
19028,balajee engineering,balajee engineering,True
19029,bauti engineering nayagarh,bauti engineering nayagarh,True
19030,d m general engineering works,d m general engineering works,True
19031,durga & durga eng works haladiapadar ganjam,sri ganesh eng works haladiapadar ganjam,False
19032,faiyaza faiyaz auto,faiyaza faiyaz auto,True
19033,hitendra welding works,hitendra welding works,True
19034,india mechanical works,india mechanical works,True
19035,kalyani agro impliments,kalyani agro impliments,True
19036,kiran agro equipments,kiran agro equipments,True
19037,krushiraj engineering works,krushiraj engineering works,True
19038,krushiraj trailer,krushiraj engineering works,False
19039,lovejeet agro industry,lovejeet agro industry,True
19040,maersk line,maersk line,True
19041,maniar & company,maniar & company,True
19042,matrushakti engineering khurda,matrushakti engineering khurda,True
19043,nath agro implements,nath agro implements,True
19044,padmalaya engg works,padmalaya engg works,True
19045,power tech technology,power tech technology,True
19046,s n swami eng works nuapada,s n swami eng works nuapada,True
19047,sanjay trailors,sanjay trailors,True
19048,shri maa engineering works,shri maa engineering works,True
19049,shri ram fabricators,shri ram fabricators,True
19050,shri sai fabricators,shri ram fabricators,False
19051,shri venkataramana trailer work,shri venkataramana trailer work,True
19052,siddhi engineering works,siddhi engineering works,True
19053,sidharata eng works,sidharata eng works,True
19054,solanke engineering works,solanke engineering works,True
19055,sri ganesh eng works haladiapadar ganjam,sri ganesh eng works haladiapadar ganjam,True
19056,sri venkataramana eng works,shri venkataramana trailer work,False
19057,sri venkataramana general engineering works,shri venkataramana trailer work,False
19058,vinod agro industries,vinod industries,False
19059,vinod engg works,vinod industries,False
19060,vinod industries,vinod industries,True
19061,vivek engineering works,vivek engineering works,True
19062,ambica machine tools,ambica machine tools,True
19063,ashish agro industries,ashish agro industries,True
19064,harbhole agro ind,harbhole agro ind,True
19065,harihar agro industries,harihar agro industries,True
19066,jag rattan daan singh & co,jag rattan daan singh & co,True
19067,jay bajrang engg works,jay bajrang engg works,True
19068,jay bajrang industries,jay bajrang engg works,False
19069,jayadri steel industries,jayadri steel industries,True
19070,maniyar agro industries,maniyar agro industries,True
19071,mayur agro industries,mayur agro industries,True
19072,mayur industries,mayur agro industries,False
19073,morden agro ind banswada,morden agro ind banswada,True
19074,navdurga trailers,navdurga trailors,False
19075,navdurga trailors,navdurga trailors,True
19076,new trimurty industries,new trimurty industries,True
19077,sai agro industries,sai agro industries,True
19078,shastri automobiles,shastri automobiles,True
19079,shri datta agro industries,shri datta welding works,False
19080,shri datta trailer,shri datta welding works,False
19081,shri datta welding works,shri datta welding works,True
19082,threes enterprises,threes enterprises,True
19083,ajanta agro,ajanta agro,True
19084,indian auto rayons,indian auto rayons,True
19085,kam avida enviro engineers,kam avida enviro engineers,True
19086,new vishwakarma industt,new vishwakarma industt,True
19087,sangamesh agro industries,sangameshwar industries,False
19088,sangameshwar industries,sangameshwar industries,True
19089,scheuerle fahrzeug fabrik(gmbh),scheuerle fahrzeug fabrik(gmbh),True
19090,shivraj automobiles,shivraj automobiles,True
19091,shri vadeshwar trailors,shri vadeshwar trailors,True
19092,agri equipment,agri equipment,True
19093,akshay agro agencies,akshay agro agencies,True
19094,alam engineering works,alam engineering works,True
19095,altaf engineering works,altaf engineering works,True
19096,ambey agro industries,ambey agro industries,True
19097,anadi engineering,anadi engineering,True
19098,anjaneya agro,anjaneya agro,True
19099,annamalai trailors,annamalai trailors,True
19100,arin tractors,arin tractors,True
19101,arti enterprises,arti enterprises,True
19102,ashok agriculture industries,ashok agriculture industries,True
19103,ashutosh agro industries,ashutosh tractor,False
19104,ashutosh engineering,ashutosh tractor,False
19105,ashutosh tractor,ashutosh tractor,True
19106,asish eng works haladiapadar berhampur ganjam,asish eng works haladiapadar berhampur ganjam,True
19107,associated automobiles,associated automobiles,True
19108,bachan singh jeet singh,bachan singh jeet singh,True
19109,bajrang trailor,bajrang trailor,True
19110,balbir industries,balbir industries,True
19111,ballal auto agencies,ballal auto agencies,True
19112,bankar engg works,bankar engg works,True
19113,bapawobapa velnath welding wo,bapawobapa velnath welding wo,True
19114,baranwal agro industries,baranwal agro industries,True
19115,batei steel fabrication,batei steel fabrication,True
19116,beeralingeshwara eng works,beeralingeshwara eng works,True
19117,bhagvati agr eq mfg,bhagvati agr eq mfg,True
19118,bharat agriculture work,bharat agriculture work,True
19119,bharat ind vij,bharat ind vij,True
19120,bhoeng bhoomi engineering,bhoeng bhoomi engineering,True
19121,chamunda agri weldin wo,chamunda agri weldin wo,True
19122,chamunda weld wo barwal,chamunda agri weldin wo,False
19123,chandel auto mobile,chandel auto mobile,True
19124,changsha puyuan,changsha puyuan,True
19125,chatur bhai engg works,chatur bhai engg works,True
19126,chaudhari engg works,chaudhari industries,False
19127,chaudhari industries,chaudhari industries,True
19128,daneshwari automobiles,daneshwari automobiles,True
19129,dass jones,dass jones,True
19130,dhanvi trailer bareja,dhanvi trailer bareja,True
19131,dhiman agro industries,dhiman agro industries,True
19132,dodiya agro works,dodiya agro works,True
19133,g k s eng works,g k s eng works,True
19134,gajanan eng works,gajanan eng works,True
19135,gauri welding works,gauri welding works,True
19136,geetha engineering works,geetha engineering works,True
19137,ginni enterprises,ginni enterprises,True
19138,gita industries,gita industries,True
19139,gobinda motor works,gobinda motor works,True
19140,gopal agro agency haladiapadar berhampur ganjam,asish eng works haladiapadar berhampur ganjam,False
19141,grant agro industries,grant agro industries,True
19142,guriya agro industries,guriya agro industries,True
19143,gurudev agro equipment,gurudev agro equipment,True
19144,guruman enterprises bhawanipatna,guruman enterprises bhawanipatna,True
19145,h nongrum,h nongrum,True
19146,halli agro industries,halli agro industries,True
19147,halliburton energy services,halliburton energy services,True
19148,harikrishna trolly works,harikrishna trolly works,True
19149,harish machine tools,harish machine tools,True
19150,harsora engineering works,harsora engineering works,True
19151,hazra engineering works,hazra engineering works,True
19152,hencon b v holland,hencon b v holland,True
19153,hetal agro eng,hetal agro eng,True
19154,hk eng works haladiapadar berhampur ganjam,asish eng works haladiapadar berhampur ganjam,False
19155,ipra agro,ipra agro,True
19156,jahnvi motor,jahnvi motor,True
19157,jai bharath trailers,jai bharath trailers,True
19158,jaladi engineering works,jaladi engineering works,True
19159,jamalbhai gulabbhai luhar,jamalbhai gulabbhai luhar,True
19160,jay bharat agriculture,jay bharat agriculture,True
19161,jay veer agriculture works,jay veer agriculture works,True
19162,jay yogeshwar enginering works,jay yogeshwar industries,False
19163,jay yogeshwar industries,jay yogeshwar industries,True
19164,jaydeep trailer,jaydeep trailer,True
19165,jya industries,jya industries,True
19166,k d agro industries,k d agro industries,True
19167,k e,k e,True
19168,kadlikoppa industries,kadlikoppa industries,True
19169,kalpashri agro trailers,kalpashri agro trailers,True
19170,karmokar engineering works,karmokar engineering works,True
19171,kaveri trailers,kaveri trailers,True
19172,khageswar auto build works haladiapadar berhampur ganjam,asish eng works haladiapadar berhampur ganjam,False
19173,khemraj automotive industries,khemraj automotive industries,True
19174,kuldeep engineering works,kuldeep engineering works,True
19175,kum kum agriculture,kum kum agriculture,True
19176,lahori agro industries,lahori agro industries,True
19177,laxmi ranganatha trailers,laxmi ranganatha trailers,True
19178,link agro engineering works,link agro engineering works,True
19179,linkbelt const equipment co,linkbelt const equipment co,True
19180,locally manufctures,locally manufctures,True
19181,log 9 materials scientific,log 9 materials scientific,True
19182,lohan agriculture fabrication,lohan agriculture fabrication,True
19183,m m trailers,m m trailers,True
19184,m v trailer,m v trailer,True
19185,maa s w & repairing centre,maa s w & repairing centre,True
19186,maa santoshi engg kalahandi,maa santoshi engg kalahandi,True
19187,madhuban industries,madhuban industries,True
19188,mamatha engg works,mamatha engg works,True
19189,mauliraj industries llp,mauliraj industries llp,True
19190,maya automobiles,maya automobiles,True
19191,meghraj engineering works,meghraj engineering works,True
19192,mehul industries,mehul industries,True
19193,model mechanisms,model mechanisms,True
19194,modern weldings works,modern weldings works,True
19195,mogal engineering works,mondal engineering works,False
19196,momai agro industries,momai agro industries,True
19197,mondal engineering works,mondal engineering works,True
19198,nagesh enterpries,nagesh enterpries,True
19199,nazar singh & sons,nazar singh & sons,True
19200,new rajasthan eng works,new rajasthan eng works,True
19201,new sangmeshwar trailors & engineering works,new sangmeshwar trailors & engineering works,True
19202,new shri sai agro industries,new shri sai agro industries,True
19203,new tejas engineering works,new tejas engineering works,True
19204,nila industries,nila industries,True
19205,nirmal eng work,nirmal eng work,True
19206,om sai trailers,om sai trailers,True
19207,pallavi general works,pallavi industries,False
19208,pallavi industries,pallavi industries,True
19209,panchamahal agriculture works,panchamahal agriculture works,True
19210,pasupon trailors,pasupon trailors,True
19211,peugeot,peugeot,True
19212,pithdai welding work,pithdai welding work,True
19213,ppm,ppm,True
19214,prem krishi udhyog,prem krishi udhyog,True
19215,purusharth agro ind,purusharth agro ind,True
19216,raghavendra industries,raghavendra industries,True
19217,raghavendra welding works,raghavendra industries,False
19218,raitha seva agriculture dvt in,raitha seva agriculture dvt in,True
19219,raj agriculture halol,raj agriculture halol,True
19220,raj shri & company,raj shri & company,True
19221,raje engineering works,raje engineering works,True
19222,rajendra engg works,rajendra engg works,True
19223,rajshri s industries,rajshri s industries,True
19224,ram agro machinary,ram agro machinary,True
19225,ram ji engineering works,ram ji engineering works,True
19226,rani sati agro indus,rani sati agro indus,True
19227,rashmi automobiles nuapada,rashmi automobiles nuapada,True
19228,real engineering works,real engineering works,True
19229,roopa trailers,roopa trailers,True
19230,rupal agro ind,rupal agro industries,False
19231,rupal agro industries,rupal agro industries,True
19232,rytha mithra farm equipments,rytha mithra farm equipments,True
19233,s b g e works,s k g engineering works,False
19234,s b g engineering works,s k g engineering works,False
19235,s g k engg works,s k g engineering works,False
19236,s k g engineering works,s k g engineering works,True
19237,s s s jagannath udyog cuttack,shri jagannath udyog,False
19238,s v b trailer,m v trailer,False
19239,s v furniture works,s v furniture works,True
19240,s v trailer,m v trailer,False
19241,sachitra automobile,sachitra automobile,True
19242,sadguru mechanical works,sadguru mechanical works,True
19243,sagas autotic,sagas autotic,True
19244,sahjanand agriculture,sahjanand trailer,False
19245,sahjanand industries,sahjanand trailer,False
19246,sahjanand trailer,sahjanand trailer,True
19247,sai kripa eng works haladiapadar berhampur ganjam,asish eng works haladiapadar berhampur ganjam,False
19248,sarangi motros,sarangi motros,True
19249,sarvoday eng works,sarvoday eng works,True
19250,sathesh trailers,sathesh trailers,True
19251,senthil engg & trailor,senthil engg & trailor,True
19252,sgl industries,sgl industries,True
19253,shahjanand agro ind,shahjanand agro ind,True
19254,shakthi agro industries,shakthi agro industries,True
19255,shakthi agro industries nzb,shakthi agro industries,False
19256,shakti en works haladiapadar berhampur ganjam,asish eng works haladiapadar berhampur ganjam,False
19257,shiv prabhu product,shiv prabhu product,True
19258,shivajyothi trailors,shivajyothi trailors,True
19259,shivam agric works dahod,shivam agric works dahod,True
19260,shivam agricultural industries,shivam agricultural industries,True
19261,shree amee const equp,shree amee const equp,True
19262,shreya engineers,shreya engineers,True
19263,shri ai khodiyar eng works,shri ai khodiyar eng works,True
19264,shri ashapura trailer,shri ashapuri trailer,False
19265,shri ashapuri trailer,shri ashapuri trailer,True
19266,shri g k eng works,s k g engineering works,False
19267,shri ghanshyam fabricators,shri ghanshyam fabricators,True
19268,shri ghanshyam febri,shri ghanshyam fabricators,False
19269,shri ishwarkrupa agro tra,shri ishwarkrupa trailer,False
19270,shri ishwarkrupa trailer,shri ishwarkrupa trailer,True
19271,shri jagannath udyog,shri jagannath udyog,True
19272,shri keerthi trailers,shri keerthi trailers,True
19273,shri krissna motors,shri krissna motors,True
19274,shri maruteshwar engg,shri maruteshwar engg,True
19275,shri murugan trailers,shri murugan trailers,True
19276,shri padmapriya tailers,shri padmapriya tailers,True
19277,shri padmavati agro eng works,shri padmavati agro eng works,True
19278,shri r v engg works,shri r v engg works,True
19279,shri samarth krupa eng & trl,shri samarth krupa eng & trl,True
