,0,1,2
17961,cement corporation of india,cement corporation of india,True
17962,central co op bank â ara,central co op bank â ara,True
17963,central up gas,central up gas,True
17964,central ware housing corporation,central ware housing corporation,True
17965,centrino,centrino,True
17966,centum learning,centum learning,True
17967,centurylink,centurylink,True
17968,cerner,cerner,True
17969,cero,cero,True
17970,chakrapani industries siddipet,chakrapani industries siddipet,True
17971,chamundeswari build tech,chamundeswari build tech,True
17972,chandana brothers multi complex,chandana brothers multi complex,True
17973,chandana laxmi trally works,chandana laxmi trally works,True
17974,chandler investment & trading,chandler investment & trading,True
17975,chandra engineering & bearing centre,chandra engineering & bearing centre,True
17976,chandra ship management,chandra ship management,True
17977,charak,charak,True
17978,charanteja engineering works,charanteja engineering works,True
17979,chem invest,chem invest,True
17980,chemfield cellulose,chemfield cellulose,True
17981,chemoil advanced management services,chemoil advanced management services,True
17982,chennai container terminal,chennai container terminal,True
17983,chettinad cement corporation,chettinad cement corporation,True
17984,chetu,chetu,True
17985,chiplun ftwz,chiplun ftwz,True
17986,choice india infra projects,choice india infra projects,True
17987,christopher cocoa,christopher cocoa,True
17988,ciena,ciena,True
17989,cif,cif,True
17990,cilicant,cilicant,True
17991,citiustech,citiustech,True
17992,citizen crdit coop bank,citizen crdit coop bank,True
17993,citrix,citrix,True
17994,clarity gold,clarity gold,True
17995,classmate,classmate,True
17996,clazkit,clazkit,True
17997,clogs,clogs,True
17998,clp wind farms theni project ii,clp wind farms theni project ii,True
17999,clyde bergemann india,clyde bergemann india,True
18000,cmi energy india,cmi energy india,True
18001,cocosutra,cocosutra,True
18002,coimbatore integrated waste management,coimbatore integrated waste management,True
18003,collabera,collabera,True
18004,colorbar,colorbar,True
18005,comed chemicals,comed chemicals,True
18006,compass group,compass group,True
18007,compuage infocom,compuage infocom,True
18008,concentrix,concentrix,True
18009,condensate,condensate,True
18010,container corp of india,container corp of india,True
18011,container rail road services,container rail road services,True
18012,contech engineers,contech engineers,True
18013,continental carbon india,continental carbon india,True
18014,continental carbon indiatfrco from wb to delhi,continental carbon indiatfrco from wb to delhi,True
18015,coolz,coolz,True
18016,cordlife sciences india,cordlife sciences india,True
18017,coreetronix,coreetronix,True
18018,cosrx,cosrx,True
18019,cotton county retail,cotton county retail,True
18020,coway,coway,True
18021,cpm,cpm,True
18022,craigmore textiles,craigmore textiles,True
18023,creation,creation,True
18024,creative infocity,creative infocity,True
18025,cresco technology,cresco technology,True
18026,crossings infrasturcture,crossings infrasturcture,True
18027,crown beers india,crown beers india,True
18028,cryo save india,cryo save india,True
18029,crystal,crystal,True
18030,csg,csg,True
18031,ctr,ctr,True
18032,cultsport,cultsport,True
18033,cup noodles,cup noodles,True
18034,curl up,curl up,True
18035,curlvana,curlvana,True
18036,cvent,cvent,True
18037,cybage,cybage,True
18038,cyber media careers,cyber media careers,True
18039,cyberabad convention centre,cyberabad convention centre,True
18040,d e shaw india securities,d e shaw india securities,True
18041,"d,b machine tools","d,b machine tools",True
18042,daikin,daikin,True
18043,daily bread gourmet foods india,daily bread gourmet foods india,True
18044,dainik bhaskar group,dainik bhaskar group,True
18045,dakshin bharat gateway terminal,dakshin bharat gateway terminal,True
18046,dakshin speaker manufacturing,dakshin speaker manufacturing,True
18047,daman ganga papers,daman ganga papers,True
18048,damco,damco,True
18049,danisco india,danisco india,True
18050,danish engg works adilabad,danish engg works adilabad,True
18051,dboi global services,dboi global services,True
18052,dcm engineering,dcm engineering,True
18053,dcm hyundai,dcm hyundai,True
18054,deccan cements,deccan cements,True
18055,deevine,deevine,True
18056,defence land systems india,defence land systems india,True
18057,degree,degree,True
18058,deify infrastructures,deify infrastructures,True
18059,del monte,del monte,True
18060,delaval,delaval,True
18061,delhi metro rail corp,delhi metro rail corp,True
18062,delhi soccer,delhi soccer,True
18063,delhivery,delhivery,True
18064,dell technologies,dell technologies,True
18065,deloitte,deloitte,True
18066,delta technology,delta technology,True
18067,dempo industries,dempo industries,True
18068,denso ten minda india,denso ten minda india,True
18069,dentoshine,dentoshine,True
18070,deodap,deodap,True
18071,deoria kasia district co op bank,deoria kasia district co op bank,True
18072,deposit ins & cr guar corpn,deposit ins & cr guar corpn,True
18073,desert,desert,True
18074,desire,desire,True
18075,deutsche equities india,deutsche equities india,True
18076,deutsche securities i pvt,deutsche securities i pvt,True
18077,deve herbes,deve herbes,True
18078,devgen seeds & crop technology,devgen seeds & crop technology,True
18079,dexolac,dexolac,True
18080,dhana sari industries,dhana sari industries,True
18081,dhanalakshmi srinivasan sugars,dhanalakshmi srinivasan sugars,True
18082,dharmanis,dharmanis,True
18083,dhillon kool drinks & beverages,dhillon kool drinks & beverages,True
18084,dhl,dhl,True
18085,dhl supply chain,dhl supply chain,True
18086,diageo india,diageo india,True
18087,diamond cement,diamond cement,True
18088,diamond engg works,diamond engg works,True
18089,digit insurance,digit insurance,True
18090,dilip buildcon,dilip buildcon,True
18091,dimension data,dimension data,True
18092,direct logistics india,direct logistics india,True
18093,dishman pharmaceuticals & chemicals,dishman pharmaceuticals & chemicals,True
18094,dishtv,dishtv,True
18095,disposable,disposable,True
18096,distribution logistics infrastructure,distribution logistics infrastructure,True
18097,diva,diva,True
18098,divekar wallstabe & schneider precisionseals,divekar wallstabe & schneider precisionseals,True
18099,divine chemtec,divine chemtec,True
18100,divya jyoti sponge iron,divya jyoti sponge iron,True
18101,dmart,dmart,True
18102,dmr,dmr,True
18103,doctors,doctors,True
18104,dolphin medical services,dolphin medical services,True
18105,dolvi coke projects,dolvi coke projects,True
18106,dolvi minerals & metals,dolvi minerals & metals,True
18107,doon leisure & hospitality,doon leisure & hospitality,True
18108,doowon automotive systems india,doowon automotive systems india,True
18109,dot,dot,True
18110,dr lal path labs,dr lal path labs,True
18111,dr oetker india,dr oetker india,True
18112,dr reddy bio sciences,dr reddy bio sciences,True
18113,dr scholls,dr scholls,True
18114,dr sheths,dr sheths,True
18115,dream polypack,dream polypack,True
18116,ds assam hospitality,ds assam hospitality,True
18117,ds confectioner,ds confectioner,True
18118,ds green agrotech,ds green agrotech,True
18119,ds luxury retail,ds luxury retail,True
18120,dsp investment managers,dsp investment managers,True
18121,dsp merrill lynch capital,dsp merrill lynch capital,True
18122,dsr steel,dsr steel,True
18123,durga automotives karimnagar,durga automotives karimnagar,True
18124,durga carriers,durga carriers,True
18125,duroflex,duroflex,True
18126,dystar india,dystar india,True
18127,e city real estates,e city real estates,True
18128,e class education system,e class education system,True
18129,e cosmos,e cosmos,True
18130,e cube india solutions,e cube india solutions,True
18131,easy,easy,True
18132,easy bill,easy bill,True
18133,easyaccess financial services,easyaccess financial services,True
18134,eat,eat,True
18135,eat anytime,eat anytime,True
18136,eaton technologies,eaton technologies,True
18137,eco recycling,eco recycling,True
18138,ecologic chemicals,ecologic chemicals,True
18139,ecom express,ecom express,True
18140,ecovacs,ecovacs,True
18141,edelweiss agri value chain,edelweiss agri value chain,True
18142,edmon trading,edmon trading,True
18143,edutel technologies,edutel technologies,True
18144,einfochips,einfochips,True
18145,ekram hotels,ekram hotels,True
18146,elecon engineering,elecon engineering,True
18147,elecon epc projects,elecon epc projects,True
18148,electomania,electomania,True
18149,electrosteel steels,electrosteel steels,True
18150,elegant,elegant,True
18151,elgi building products,elgi building products,True
18152,elico healthcare services,elico healthcare services,True
18153,elita garden vista project,elita garden vista project,True
18154,eltek sgs mechanics,eltek sgs mechanics,True
18155,emaar hills township,emaar hills township,True
18156,emas expressway,emas expressway,True
18157,embee apparels,embee apparels,True
18158,emc,emc,True
18159,emerald jewellery retail,emerald jewellery retail,True
18160,emerson,emerson,True
18161,emmay logistics india,emmay logistics india,True
18162,empays payment systems india,empays payment systems india,True
18163,emtex fabtrade,emtex fabtrade,True
18164,energetic construction,energetic construction,True
18165,energetic lighting india,energetic lighting india,True
18166,energetic marketing,energetic construction,False
18167,energy seed international,energy seed international,True
18168,enfamil,enfamil,True
18169,engage,engage,True
18170,entertainment network india,entertainment network india,True
18171,entertainment world developers,entertainment world developers,True
18172,epsillon real estate,epsillon real estate,True
18173,equilateral enterprises,equilateral enterprises,True
18174,ericsson,ericsson,True
18175,escosoft technologies,escosoft technologies,True
18176,essancia,essancia,True
18177,essential hospitality,essential hospitality,True
18178,eta star property developers,eta star property developers,True
18179,eta star techcity,eta star techcity,True
18180,etl power services,etl power services,True
18181,ett,ett,True
18182,eureka forbes,eureka forbes,True
18183,euro industrial enterprises,euro industrial enterprises,True
18184,eusu logistics india,eusu logistics india,True
18185,evalueserve,evalueserve,True
18186,evershine oleochem,evershine oleochem,True
18187,ewpl holdings,ewpl holdings,True
18188,excelacom technologies,excelacom technologies,True
18189,exchange,exchange,True
18190,excitel,excitel,True
18191,exfo,exfo,True
18192,exl,exl,True
18193,exl servicecomindia,exl servicecomindia,True
18194,exomoon,exomoon,True
18195,exotic aromas,exotic aromas,True
18196,express,express,True
18197,faber,faber,True
18198,factcore,factcore,True
18199,factset,factset,True
18200,fanuc india,fanuc india,True
18201,farex,farex,True
18202,farm plate dairy produce,farm plate dairy produce,True
18203,farmbean,farmbean,True
18204,fashnex,fashnex,True
18205,faurecia automotive seating india,faurecia automotive seating india,True
18206,fbl,fbl,True
18207,fertichem cotspin,fertichem cotspin,True
18208,fervent synergies,fervent synergies,True
18209,figaro,figaro,True
18210,fine tech corporation,fine tech corporation,True
18211,finish,finish,True
18212,first american,first american,True
18213,first rand bank,first rand bank,True
18214,fis payment solutions & services india,fis payment solutions & services india,True
18215,five stars bulkcarriers,five stars bulkcarriers,True
18216,fix my curls,fix my curls,True
18217,flare,flare,True
18218,flavour,flavour,True
18219,fleurette,fleurette,True
18220,flextronics technologies india,flextronics technologies india,True
18221,flite,flite,True
18222,flourish purefoods,flourish purefoods,True
18223,flsmidth,flsmidth,True
18224,focus brands trading india,focus brands trading india,True
18225,fogg,fogg,True
18226,footshez,footshez,True
18227,forum i aviation,forum i aviation,True
18228,fosroc chemicals,fosroc chemicals,True
18229,four seasons wines,four seasons wines,True
18230,foxtale,foxtale,True
18231,fractal analytics,fractal analytics,True
18232,franke faber india,franke faber india,True
18233,frankfinn,frankfinn,True
18234,freeplay energy india,freeplay energy india,True
18235,fremantle india television productionspvt,fremantle india television productionspvt,True
18236,freudenberg nok,freudenberg nok,True
18237,friends,friends,True
18238,friends engg works peddapalli,friends engg works peddapalli,True
18239,frisco global,frisco global,True
18240,frooti,frooti,True
18241,fujitsu india,fujitsu india,True
18242,furo,furo,True
18243,furukawa minda electric,furukawa minda electric,True
18244,fuse media,fuse media,True
18245,future corporate resources,future corporate resources,True
18246,future media india,future media india,True
18247,g p parsik bank,g p parsik bank,True
18248,g4s,g4s,True
18249,gabriel india,gabriel india,True
18250,galaxy,galaxy,True
18251,ganga bhavani engg works knr,ganga bhavani engg works knr,True
18252,ganga industrial corp,ganga industrial corp,True
18253,ganga retreat & tower,ganga retreat & tower,True
18254,ganga textiles,ganga textiles,True
18255,gangdari hydro power,gangdari hydro power,True
18256,garuda cotex shades,garuda cotex shades,True
18257,gatsby,gatsby,True
18258,gbt india,gbt india,True
18259,gcm securities,gcm securities,True
18260,ge healthcare,ge healthcare,True
18261,ge t & d india,ge t & d india,True
18262,gea process engineering india,gea process engineering india,True
18263,geecee ventures,geecee ventures,True
18264,gem holiday resorts,gem holiday resorts,True
18265,gem spinners india,gem spinners india,True
18266,gems education india,gems education india,True
18267,general mills,general mills,True
18268,general mills india,general mills,False
18269,general post office,general post office,True
18270,genone,genone,True
18271,genus,genus,True
18272,geodis india,geodis india,True
18273,geojit credits,geojit credits,True
18274,geometric,geometric,True
18275,gera realty india,gera realty india,True
18276,getit infoservices,getit infoservices,True
18277,gi human resources & services,gi human resources & services,True
18278,gkn driveline india,gkn driveline india,True
18279,gladful,gladful,True
18280,glatt systems,glatt systems,True
18281,global cements,global cements,True
18282,global holding corp,global holding corp,True
18283,global infratech & finance,global infratech & finance,True
18284,global proserv,global proserv,True
18285,global towers,global towers,True
18286,global united shipping india,global united shipping india,True
18287,global wool alliance,global wool alliance,True
18288,globallogic,globallogic,True
18289,globus power generation,globus power generation,True
18290,glun,glun,True
18291,gmr aero technic,gmr aero technic,True
18292,goan football club,goan football club,True
18293,goel ganga developers india,goel ganga developers india,True
18294,gokul refoils & solvent,gokul refoils & solvent,True
18295,gold nest trading,gold nest trading,True
18296,golden line studios,golden line studios,True
18297,goldman sachs india capital markets pvt,goldman sachs india capital markets pvt,True
18298,goldvision entertainment,goldvision entertainment,True
18299,goniyo ppi,goniyo ppi,True
18300,good knight,good knight,True
18301,goodyear india,goodyear india,True
18302,goodyear south asia tyres,goodyear south asia tyres,True
18303,gopinath spinning,gopinath spinning,True
18304,goshudh,goshudh,True
18305,grainger industrial supply india,grainger industrial supply india,True
18306,grand reality,grand reality,True
18307,grand view estates,grand view estates,True
18308,grasim premium fabric,grasim premium fabric,True
18309,grasslands agro,grasslands agro,True
18310,gravity,gravity,True
18311,green fuel alternatives,green fuel alternatives,True
18312,greenage griha nirmaan,greenage griha nirmaan,True
18313,greenchef,greenchef,True
18314,grinder,grinder,True
18315,grizzly,grizzly,True
18316,groupon,groupon,True
18317,gruh finance,gruh finance,True
18318,grupo antolin india,grupo antolin india,True
18319,gss infotech,gss infotech,True
18320,guardian nutrition & healthsupplements,guardian nutrition & healthsupplements,True
18321,gujarat guardian,gujarat guardian,True
18322,gujarat industrial investment corp,gujarat industrial investment corp,True
18323,gujarat metro rail corp gmrc,gujarat metro rail corp gmrc,True
18324,gujarat natural resources,gujarat natural resources,True
18325,gujarat telelink,gujarat telelink,True
18326,gum,gum,True
18327,gurunanak agri eng works,gurunanak agri eng works,True
18328,gvk bio,gvk bio,True
18329,h & b stores,h & b stores,True
18330,h one india,h one india,True
18331,hachette book publishing india,hachette book publishing india,True
18332,haco machinery,haco machinery,True
18333,hadagali urban co op bank â hadagali,hadagali urban co op bank â hadagali,True
18334,hairshield,hairshield,True
18335,hajrat khaja bande nawaz engineering works sangare,hajrat khaja bande nawaz engineering works sangare,True
18336,hajrat khaza gharib nawaz engineering wroks,hajrat khaza gharib nawaz engineering wroks,True
18337,hakoba lifestyle,hakoba lifestyle,True
18338,halcrow consulting india,halcrow consulting india,True
18339,hamdard,hamdard,True
18340,hannea,hannea,True
18341,hanuman engineering,hanuman engineering,True
18342,harbinger systems,harbinger systems,True
18343,hari smriti properties,hari smriti properties,True
18344,harman connected services technologies,harman connected services technologies,True
18345,harpic,harpic,True
18346,harpicdrainxpertdraincleaner,harpicdrainxpertdraincleaner,True
18347,haryana city gas distribution,haryana city gas distribution,True
18348,hassan mangalore rail development,hassan mangalore rail development,True
18349,hasti coop bank,hasti coop bank,True
18350,hathway,hathway,True
18351,havas media india,havas media india,True
18352,hc hydraulic technologies,hc hydraulic technologies,True
18353,health,health,True
18354,healthasyst,healthasyst,True
18355,healthgenie,healthgenie,True
18356,healthvit,healthvit,True
18357,heart care institute & research centre indorepvt,heart care institute & research centre indorepvt,True
18358,heidelberg cement india,heidelberg cement india,True
18359,heidelbergcement india,heidelbergcement india,True
18360,heinz,heinz,True
18361,hemarus therapeutics,hemarus therapeutics,True
18362,henkel adhesives technologies india,henkel adhesives technologies india,True
18363,here technologies,here technologies,True
18364,hero corporate service,hero corporate service,True
18365,hero future energies,hero future energies,True
18366,hershey india,hershey india,True
18367,high spirits sales agencies,high spirits sales agencies,True
18368,highway concessions one,highway concessions one,True
18369,hillfort palace,hillfort palace,True
18370,himachal c & f agency,himachal c & f agency,True
18371,hindprakash tradelink,hindprakash tradelink,True
18372,hinduja foundries,hinduja foundries,True
18373,hindustan aegis lpg,hindustan aegis lpg,True
18374,hindware home retail,hindware home retail,True
18375,hiraco india,hiraco india,True
18376,hirschvogel components india,hirschvogel components india,True
18377,hitachi consulting software servicesindia,hitachi consulting software servicesindia,True
18378,hnv castings,hnv castings,True
18379,hoffen,hoffen,True
18380,holiday city centre,holiday city centre,True
18381,holiday projects kerala,holiday projects kerala,True
18382,holiday ventures,holiday ventures,True
18383,holley meters india,holley meters india,True
18384,homeda,homeda,True
18385,homesoul,homesoul,True
18386,hometown properties,hometown properties,True
18387,hometrail estate,hometrail estate,True
18388,honda r & d india,honda r & d india,True
18389,honda siel cars,honda siel cars,True
18390,hongkong & shanghai bkg corpn,hongkong & shanghai bkg corpn,True
18391,hooghly dock & port engineers,hooghly dock & port engineers,True
18392,hotel queen road,hotel queen road,True
18393,hotel rugby,hotel rugby,True
18394,hotel tunga regency,hotel tunga regency,True
18395,house full international,house full international,True
18396,hsbc bank oman saog,hsbc bank oman saog,True
18397,htc global services,htc global services,True
18398,huawei technologies,huawei technologies,True
18399,hul pureit,hul pureit,True
18400,hyderabad airport security services,hyderabad airport security services,True
18401,hyderabad duty free retail,hyderabad duty free retail,True
18402,hyderabad educational institutions,hyderabad educational institutions,True
18403,hyderabad international tradeexpositions,hyderabad international tradeexpositions,True
18404,hygear,hygear,True
18405,hypercity retail india,hypercity retail india,True
18406,hytone texstyles,hytone texstyles,True
18407,hyundai transys lear automotive india,hyundai transys lear automotive india,True
18408,i it,i it,True
18409,ibell,ibell,True
18410,ibs software services,ibs software services,True
18411,ice,ice,True
18412,icon clinical research,icon clinical research,True
18413,idrbt,idrbt,True
18414,ienergizer,ienergizer,True
18415,ifgl refractories,ifgl refractories,True
18416,ifmr rural channels & services,ifmr rural channels & services,True
18417,ifmr rural finance services,ifmr rural channels & services,False
18418,igt solutions,igt solutions,True
18419,igx,igx,True
18420,iidc,iidc,True
18421,iks health,iks health,True
18422,il & fs rail,il & fs rail,True
18423,image broadcasting india,image broadcasting india,True
18424,impetus technologies,impetus technologies,True
18425,in entertainment india,in entertainment india,True
18426,ina bearings india,ina bearings india,True
18427,inabensa bharat,inabensa bharat,True
18428,ind barath energies maharashtra,ind barath energies maharashtra,True
18429,indegene,indegene,True
18430,india gateway terminal,india gateway terminal,True
18431,india land & properties,india land & properties,True
18432,india ports & logistics,india ports & logistics,True
18433,indian bank allahabad bank till 31032020,indian bank allahabad bank till 31032020,True
18434,indian city properties,indian city properties,True
18435,indian institute of cancer & research,indian institute of cancer & research,True
18436,indiana,indiana,True
18437,indianoil skytanking,indianoil skytanking,True
18438,indigenous honey,indigenous honey,True
18439,indiras,indiras,True
18440,inditex,inditex,True
18441,indiyum,indiyum,True
18442,indo american electricals,indo american electricals,True
18443,indo pacific poly fibres,indo pacific poly fibres,True
18444,indosuez w i carr securities india,indosuez w i carr securities india,True
18445,indsil energy & electrochemicals,indsil energy & electrochemicals,True
18446,infac india,infac india,True
18447,infineon,infineon,True
18448,info edge,info edge,True
18449,infogain,infogain,True
18450,informa markets india,informa markets india,True
18451,ingram micro,ingram micro,True
18452,ingram micro india,ingram micro,False
18453,innmar tourism & hotels,innmar tourism & hotels,True
18454,innovative b2b logistics solutions,innovative b2b logistics solutions,True
18455,innovative clad solutions,innovative clad solutions,True
18456,inogent laboratories,inogent laboratories,True
18457,inox renewables jaisalmer,inox renewables jaisalmer,True
18458,insitel services,insitel services,True
18459,inspira infra aurangabad,inspira infra aurangabad,True
18460,instant pot,instant pot,True
18461,integrated mumbai business park india,integrated mumbai business park india,True
18462,intel,intel,True
18463,intelliswift,intelliswift,True
18464,interlink petroleum,interlink petroleum,True
18465,international amusement andinfrastructures,international amusement andinfrastructures,True
18466,international cargo terminals & infrastructure,international cargo terminals & infrastructure,True
18467,intrex india,intrex india,True
18468,intuit,intuit,True
18469,investors clinic,investors clinic,True
18470,io system,io system,True
18471,iot infrastruct & energy service,iot infrastruct & energy service,True
18472,ipsoft,ipsoft,True
18473,irb goa tollway,irb goa tollway,True
18474,ircon international,ircon international,True
18475,ircon soma tollway,ircon soma tollway,True
18476,iris manufacturing,iris manufacturing,True
18477,iris software,iris software,True
18478,irkaja,irkaja,True
18479,isa power,isa power,True
18480,isagro asia agrochemicals,isagro asia agrochemicals,True
18481,isg novasoft technologies,isg novasoft technologies,True
18482,ishhar overseas,ishhar overseas,True
18483,ispat energy,ispat energy,True
18484,iss facility services india,iss facility services india,True
18485,issar pharmaceuticals,issar pharmaceuticals,True
18486,ist steel & power,ist steel & power,True
18487,it expressway,it expressway,True
18488,itc infotech,itc infotech,True
18489,itm group of institutions,itm group of institutions,True
18490,ivrcl,ivrcl,True
18491,j n p t,j n p t,True
18492,jabamayee ferro alloys,jabamayee ferro alloys,True
18493,jacobi carbons india,jacobi carbons india,True
18494,jade eservices,jade eservices,True
18495,jagati publications,jagati publications,True
18496,jai corp,jai corp,True
18497,jai kisan agro solutions siddipet,jai kisan agro solutions siddipet,True
18498,jaikrishan estates,jaikrishan estates,True
18499,jains & alliance palms venture,jains & alliance palms venture,True
18500,jaipur ace,jaipur ace,True
18501,jalgaon people cooperative bank,jalgaon people cooperative bank,True
18502,jalgaon peoples cooperative bank,jalgaon people cooperative bank,False
18503,jamkhandi securities & finance,jamkhandi securities & finance,True
18504,janseva nagari sahakari bank marydit,janseva nagari sahakari bank marydit,True
18505,jas toll road,jas toll road,True
18506,jaya barthi trailers & agro engg works kodad,jaya barthi trailers & agro engg works kodad,True
18507,jaya laxmi engineering wgl,jaya laxmi engineering wgl,True
18508,jayalaxmi engg works,jayalaxmi engg works,True
18509,jaypee agra vikas,jaypee agra vikas,True
18510,jcap,jcap,True
18511,jet lite india,jet lite india,True
18512,jhajjar kt transco,jhajjar kt transco,True
18513,jik industries,jik industries,True
18514,jiva,jiva,True
18515,jk technosoft,jk technosoft,True
18516,jkm erla automotive,jkm erla automotive,True
18517,jl power ventures,jl power ventures,True
18518,joshi konoike transport & infrastructure,joshi konoike transport & infrastructure,True
18519,joy,joy,True
18520,jpmorgan chase,jpmorgan chase,True
18521,jsc vtb bank,jsc vtb bank,True
18522,jss education foundation,jss education foundation,True
18523,jss steelitalia,jss steelitalia,True
18524,jsti transformers,jsti transformers,True
18525,jsw power trading,jsw power trading,True
18526,jsw steel processing centres,jsw steel processing centres,True
18527,jubilant clinsys,jubilant clinsys,True
18528,jurimatrix services india,jurimatrix services india,True
18529,just dial,just dial,True
18530,jva management advisors,jva management advisors,True
18531,jvc,jvc,True
18532,jyothi engg works vikarabad,jyothi engg works vikarabad,True
18533,jyothy fabricare services,jyothy fabricare services,True
18534,k j s ahluwalia,k j s ahluwalia,True
18535,k k trally works nirmal,k k trally works nirmal,True
18536,k ksupreem genral engineering works wgl,k ksupreem genral engineering works wgl,True
18537,k mart,k mart,True
18538,kai international,kai international,True
18539,kakatiya agro engineering works warangal urban,kakatiya agro engineering works warangal urban,True
18540,kalaburagi & yadgir dist co op central bank,kalaburagi & yadgir dist co op central bank,True
18541,kalburgi cement private,kalburgi cement private,True
18542,kalindee rail nirman engineers,kalindee rail nirman engineers,True
18543,kalinga coal mining,kalinga coal mining,True
18544,kamal sponge steel & power,kamal sponge steel & power,True
18545,kamaljeet singh ahluwalia(sap divn),kamaljeet singh ahluwalia(sap divn),True
18546,kamesh bhargava hospitals & researchcentre,kamesh bhargava hospitals & researchcentre,True
18547,kanai technology parks,kanai technology parks,True
18548,kanaka durga engineering works nalgonda,kanaka durga engineering works nalgonda,True
18549,kanakia hospitality,kanakia hospitality,True
18550,kannur lulu gold,kannur lulu gold,True
18551,karad urban cooperative bank karad,karad urban cooperative bank karad,True
18552,kare in,kare in,True
18553,karma health care,karma health care,True
18554,karnataka soaps & detergents,karnataka soaps & detergents,True
18555,kddl,kddl,True
18556,keihin fie,keihin fie,True
18557,keihin india manufacturing,keihin india manufacturing,True
18558,kemwell biopharma,kemwell biopharma,True
18559,kennametal,kennametal,True
18560,kennametal india,kennametal,False
18561,keonjhar infrastructure development,keonjhar infrastructure development,True
18562,kerala state information technologyinfrastructure,kerala state information technologyinfrastructure,True
18563,kerala transport development financecorpn,kerala transport development financecorpn,True
18564,keti constructions,keti constructions,True
18565,keti highway developers,keti highway developers,True
18566,kfch restaurants,kfch restaurants,True
18567,kg fabriks,kg fabriks,True
18568,kgepl engineering solutions,kgepl engineering solutions,True
18569,kimberly clark india,kimberly clark india,True
18570,king engineering & fabrication works medak,king engineering & fabrication works medak,True
18571,kirtiman agrogenetics,kirtiman agrogenetics,True
18572,kisan agro engg co knr,kisan agro engg co knr,True
18573,kisan industries suryapet,kisan industries suryapet,True
18574,kitchens of india,kitchens of india,True
18575,klaus waren fixtures,klaus waren fixtures,True
18576,knorr,knorr,True
18577,knorr bremse india tfrco from delhi to haryana,knorr bremse india tfrco from delhi to haryana,True
18578,kobelco cranes india,kobelco cranes india,True
18579,kokuyo riddhi paper products,kokuyo riddhi paper products,True
18580,kolaghat thermal power station,kolaghat thermal power station,True
18581,kolet resort club,kolet resort club,True
18582,kongsberg maritime india,kongsberg maritime india,True
18583,konkan storage systems,konkan storage systems,True
18584,koovs marketing consulting,koovs marketing consulting,True
18585,koratalaiyar bridge,koratalaiyar bridge,True
18586,kotex,kotex,True
18587,kpmg,kpmg,True
18588,kprindustries india,kprindustries india,True
18589,krishnas,krishnas,True
18590,krishnasaa fabs,krishnas,False
18591,krosslink infrastructure,krosslink infrastructure,True
18592,krupa engineering works kamareddy,krupa engineering works kamareddy,True
18593,krupa sai coach builders,krupa sai coach builders,True
18594,ksk dibbin hydro power,ksk dibbin hydro power,True
18595,ktv power & logistics,ktv power & logistics,True
18596,kubota corporation,kubota corporation,True
18597,kubota corporation japan,kubota corporation,False
18598,kular construction,kular construction,True
18599,kumaran engineering works mahabubabad,kumaran engineering works mahabubabad,True
18600,kumbakonam mutual benefit fund nidhi,kumbakonam mutual benefit fund nidhi,True
18601,kurkure,kurkure,True
18602,kyati metals & trading,kyati metals & trading,True
18603,kyori oremin,kyori oremin,True
18604,kyra landscapes,kyra landscapes,True
18605,l & t uttaranchal hydropower,l & t uttaranchal hydropower,True
18606,l g electronics india,l g electronics india,True
18607,l v s power,l v s power,True
18608,la bottlers,la bottlers,True
18609,lafarge umiam mining,lafarge umiam mining,True
18610,lakshmi jalavidyut krishna,lakshmi jalavidyut krishna,True
18611,lakshmi narasimha agro engineering works,lakshmi narasimha agro engineering works,True
18612,lakshmi venkateshwara engineering works sangareddy,lakshmi venkateshwara engineering works sangareddy,True
18613,lal,lal,True
18614,lal sweets,lal sweets,True
18615,lambda televenture,lambda televenture,True
18616,lancer,lancer,True
18617,lanco kanpur highways,lanco kanpur highways,True
18618,larah by borosil,larah by borosil,True
18619,lavgan dockyard,lavgan dockyard,True
18620,lavya associates,lavya associates,True
18621,laxmi agro engg works karimnag,laxmi agro engg works karimnag,True
18622,laxmi ganapathi engineering works nalgonda,laxmi ganapathi engineering works nalgonda,True
18623,laxmi narsimha swamy engineering works,laxmi narsimha swamy engineering works,True
18624,lazard india,lazard india,True
18625,leaf,leaf,True
18626,ledvance,ledvance,True
18627,legitimate assets operators,legitimate assets operators,True
18628,leos,leos,True
18629,letsshave,letsshave,True
18630,levista,levista,True
18631,lifespring hospitals,lifespring hospitals,True
18632,lifree,lifree,True
18633,ligare voyages,ligare voyages,True
18634,linfox logistics india,linfox logistics india,True
18635,linkwell seamless tubes,linkwell seamless tubes,True
18636,lipton,lipton,True
18637,liquid investment & trading,liquid investment & trading,True
18638,listerine,listerine,True
18639,litolier properties holdings,litolier properties holdings,True
18640,little,little,True
18641,livguard,livguard,True
18642,livia india,livia india,True
18643,livon,livon,True
18644,livspace,livspace,True
18645,lizer technologies,lizer technologies,True
18646,lloyds line pipes,lloyds line pipes,True
18647,lmg brands india,lmg brands india,True
18648,lmg consulting services india,lmg consulting services india,True
18649,lodha group,lodha group,True
18650,logix infratech,logix infratech,True
18651,lords chemicals,lords chemicals,True
18652,lotus hometextiles,lotus hometextiles,True
18653,love,love,True
18654,lovin traders,lovin traders,True
18655,loylty rewardz management,loylty rewardz management,True
18656,lpu,lpu,True
18657,ltidpl indvit services,ltidpl indvit services,True
